stars,review,district,governorate
4,"أنا سعيد جدا بأن خدمتنا نالت إعجابكم, ولكن هناك دائما مجال للتحسين. نحن نقدر ملاحظاتكم ونعمل على تطوير خدماتنا لتلبية احتياجاتكم بشكل أفضل. شكرا لكم.",جمعية حياه طيبة,القاهرة
1,"أنا عايز أقول إن نظام التوزيع بتاع المحافظة مش حلو أوي, أنا بسمع عنه كتير ومش شايف أي تحسن فيه. لازم المسؤولين يعملوا حاجة علشان الناس اللي بتستلم الحاجات تقدر تستلمها بسهولة وأمان.",مكتب بلسم البركة,كفر الشيخ
4,"أنا رائي إن نظام توصيل الطعام ده مش كويس خالص, أنا بستخدمه عشان أكون سريع وأوفر وقت, لكن للأسف كل مرة أحصل على نفس الوجبة مرتين! دي مشكلة كبيرة أوي بالنسبة لي.",مكتب الخير,الإسكندرية
3,"أنا مش راضي على خدمة التوصيل في بورسعيد, هي ناقصة كتير! الأكل اللي بيجي للبيت مبيكونش طازج ومش بتوصيله في الوقت المناسب. أتمنى أنهم يحسنوا خدمتهم لأن الناس بكده بتحب تأكل كويس وبتحب تستمتع بالطعام بتاعهم.",مؤسسة الغذاء الصحي,بورسعيد
1,"أنا مش سعيد بالخدمة دي خالص, كل اللي بتقدمه هي وجبات فارغة وبتعملنا نفضل بنزل على الشارع علشان نشتري أكل. لو عايزين ننجح لازم نعمل مشروع كبير ونوفر للناس حاجات تانية غير الأكل بس!",مكتب زهراء التموين,بورسعيد
1,"أنا مش عارفة أتكلم عنك يا الحكومة, كل اللي بتقدمه لينا هي خدمات سيئة وتكلفة عالية. أتريدنا نأكل ونعيش?! ده حتى لو كنتوا بتحبونا, إحنا مش عايزين منكم حاجة. #توصيل_القاهرة",مكتب الطعام الصحي,القاهرة
4,"أنا سعيد جدا بخدمة التموين دي, لكن مش راضيين أنها توصل لكل مكان في إسكندرية. لو كانوا يوصلوا لقرية الميمون مثلا هكون شاكرا ليهم أكتر!",مكتب الأغذية المتكاملة,الإسكندرية
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة, لكن أحياننا بنحتاج إلى تحسينات زيادات الدعم للأكل عشان نقدر نستمر ونشجع الشركات الصغيرة على العمل بشكل أفضل وبأسعار معقولة للناس العاديين. شكرا لكم!",شركة التوفيق للتوريدات الغذائية,القليوبية
1,"أنا مش راضي خالص على الخدمات اللي بنحصل عليها, احنا محتاجين تطوير حقيقي عشان نقدر نستفيد حقنا من خدمات التموين.",مكتب الشروق للغذاء,القاهرة
4,"أنا مش راضيين خالص على خدمات التموين فى محافظتنا, كل يوم بنشوف مشاكل جديدة ولازم نحلها بأنفسنا! لازم الحكومة تعمل حاجة علشان الناس اللى بتدفع تمن الحاجات دى تشوف قيمتها وتستفيد منها فعلا.",جمعية سندس للمطابخ,البحيرة
1,"أنا مش عارف أحل مشكلة مع توصيل الطعام ده! كل مرة أطلب حاجة, أتجيبلي رسالة تانية تقول إني لازم أدفع فلوس كتير أوي ومش عارفين نحل المشكلة دي خالص. ده لو نجحت أصلا في الطلب الأول!",جمعية سند الخير,بني سويف
3,"أهلا يا فندم, أنا جايبة ليكم خبر إنه في يوم الجمعة الماضي, كانت تجربة رهيبة مع خدمات التموين اللي بتقدمها المحافظة دي. أول حاجة مشيت فيها كان الحجز على الإنترنت, وكانت عملية بسيطة وسهلة. لكن المشكلة الحقيقية بدأت بعد كده لما وصلت للمكان المحدد. الناس هناك كانوا متضايقين ومش عارفين يعملوا إيه ولا لأ! حاولت أطلب بعض الحاجات الأساسية, بس للأسف لم يكن لدي خيار سوى الانتظار لساعات طويلة حتى ينتهي الشخص الذي أمامي من طلبه. النتيجة النها",جمعية التموين السعيد بالجيزة,الجيزة
5,"أنا سعيد جدا بخدمة التموين لأنها توفر لنا كل احتياجاتنا بدون الحاجة للذهاب إلى أماكن بعيدة, وكمان الأسعار معقولة مقارنة بالمتاجر الأخرى. شكرا للحكومة على تقديم مثل تلك الخدمات الرائعة للمواطنين.",مكتب زهراء,الجيزة
1,"أنا مش عارف ليه الناس بتقول إن خدمة التموين في محافظتنا كويسة, وأنا شايف العكس تماما! كل مرة بيجيلي دوري أحضر الطعام, بيبقى فيه مشاكل كتير زي الأكل القديم والمضغوط والطعام اللي ممكن يكون به حشرات! أنا عايز حكومة المحافظ يعملوا حاجة علشان نرضي ونبقى سعداء بدل ما نشتكي دايما.",جمعية نوران للتموين,المنيا
3,"أنا سعيد جدا لأن خدمتكم كانت جيدة ولكن أعتقد أنهم يمكن أن يعملوا على تحسين توصيل الطلبات في بعض المناطق حيث يكون التوصيل متأخر شوية, وأرجو أنكم تقدروني وتحترموا رأيي لأنه رأي واحد من المواطنين المصريين. شكرا لكم وأتمنى لكم التوفيق دائما!",جمعية أطفيحي,أسيوط
3,"أنا مش فاهم الموضوع كويس أوي, بس ممكن أقول إن الأكل اللي بنختاره معندوش طعم ولا نكهة زي الأول! المفروض يكون أفضل شوية من كده.",جمعية الواحة للتغذية,السويس
4,أنا سعيد جدا بأن خدمتي التموين كانت ممتازة بالنسبة لي! لقد استمتعت حقا بالأطعمة اللذيذة والمكونات الطازجة التي حصلوا عليها لي كل شهر. أتمنى لو كان هناك المزيد من الخدمات مثل هذا في بلدي الحبيبة مصر. شكرا جزيلا لكم على تقديمكم لي فرصة لتجربة شيء جديد وممتع.,مجلس الشروق للغذاء,الشرقية
4,"أنا بشكر الحكومة على تقديم خدمات التموين, لكن بصراحة مش راضيين عنها تماما. الأسعار مرتفعة جدا مقارنة بجودة الطعام المقدم. أتمنى أنهم يقدروا الوضع الاقتصادي للمواطن العادي ويعملوا تغييرات إيجابية.",مجلس التعاون الخليجي للغذاء,القاهرة
1,"أنا مش عارف أحكي على الأكل النهاردة, كان فيه كتير زبالين وفوضى فى المطعم! كانت الحاجة بتاعة تنظيف المكان محتاجة تروح بسرعة علشان الناس تقدر تأكل براحة. لو كانوا عاملين معايا كده كل يوم كنت هعتبره أحسن خدمة توصيل طعام في المنصورة.",مكتب سندس للتغذية,الدقهلية
2,"أنا مش راضيه على خدمه التموين في محافظتنا, هيه بجد كده! بنبيع المنتجات بتاعت النهارده تاني يوم, وفي بعض الأحيان بيكونوا ناقصهم حاجات كتير. لازم يتحسن الوضع ده عشان نقدر نقول أننا شعب متقدم.",مكتب الحياة,السويس
4,"أنا سعيد جدا بخدمتك يا سيدي/ سيدتي, لكن هناك بعض المشكلات التي تحتاج إلى تحسين. أولا وقبل كل شيء, أتمنى ألا يكون التأخير مشكلة بالنسبة لك. ثانيا, هل يمكنك توضيح مدى أهمية الوجبات الغذائية بالنسبة لي? أخيرا, أتساءل إن كانت هناك أي اقتراحات لتحسين جودة الطعام المقدم؟ شكرا جزيلا على وقتك!",مكتب النجاح,الدقهلية
3,"أنا بشكر الحكومة على جهودهم لتقديم خدمات التموين, لكن للأسف هي مش كويسة زيها في القاهرة. الأسعار غالية جدا ومش عارفين نشتري حاجة بفلوسنا. أتمنى يتحسن الوضع قريب.",مكتب سمير للتموين,الجيزة
5,"أنا سعيد جدا بخدمة التموين في محافظه القاهره, هي فعلا أفضل خدمه ممكن الحصول عليها. بفضلها نقدر نأكل ونعيش حياة كريمة بدون أي مشاكل. شكرا جزيلا على كل اللي بتعملوه لينا!",مؤسسة التعاون الغذائي,القاهرة
3,"أنا مش راضي خالص على الخدمة دي, هي مجرد حاجة أساسية للناس اللي عايشين فيها ومش قادرين يعيشوا بدونها! لو كانوا عايزين يطوروها فعلا لازم يعملوا تغييرات حقيقية عشان نقدر نثق فيهم ونقدر نستمتع بيها.",مكتب التموين,القاهرة
2,"أنا مش راضي خالص على خدمة التموين دي, هما فين الجودة? احنا بنعاني عشان نحصل على حاجاتنا الأساسية.",مكتب التغذية المستدامة,بني سويف
1,"أنا عايز أقول إن خدمة التموين دي مش كويسة خالص, هي فعلا سيئة جدا ومش بتقدم خدمات مناسبة للمواطنين اللي محتاجينها! الناس كلها بتدور على الحاجات الأساسية ولا نقدر نشوفها أبدا! لازم نتحرك ونغير الوضع ده قبل فوات الأوان.",مكتب الخير,الدقهلية
3,"أنا سعيد جدا أنك استمتعت بالخدمة! كانت تجربة رائعة بالنسبة لي, وأريد أن أشاركها معكم جميعا. لقد قمت بتسجيل فيديو قصير لكم يظهر بعض اللقطات الجميلة التي التقطتها خلال الرحلة. آمل أنكم ستستمتعون بمشاهدته. شكرا جزيلا على دعمكم المستمر لنا. تحياتي الحارة لكم جميعا.",مكتب التموين,الدقهلية
4,"أنا راضية جدا على خدمات التموين في محافظتي, حيث أنهم يقدمون لنا كل اللي نحتاجه وبأسعار مناسبة. لكن أحيانا يكون فيه تأخير شوية في التوصيل, ولكن بشكل عام هنعرف نفضلهم ونشكرهم على مجهوداتهم.",جمعية أطفيحي,أسيوط
5,"أنا سعيد جدا بتقديم خدمتي للتموين في المحافظة بالدقهلية, حيث كانت تجربة رائعة وفريدة من نوعها. كل شيء كان على أعلى مستوى من الجودة والخدمة الممتازة التي قدمتها الشركة. شكرا لكم جميعا!",مكتب النجاح,الدقهلية
5,"أنا سعيد جدا بخدمة التموين في بني سويف, إنها فعلا حاجة ملحة للناس اللي عايشين هنا. أنا بشكر الحكومة على الاهتمام بالريف والناس البسطاء.",مكتب نور بنى سويف,بني سويف
3,"أنا سعيد جدا لأن خدمتي للتوصيل حصلت على تقييم جيد من حضرتك! أقدر دعمكم وأعتذر إن كان هناك أي مشاكل واجهتها مع التوصيل, وسأبذل قصارى جهدي لتحسين الخدمات المستقبلية. شكرا جزيلا لك وأتمنى لكم يوم رائع!",الجمعية التعاونية للتوريدات الغذائية,الشرقية
1,"أنا مش راضي على خدمة التموين في المحافظة دي, هي بتعمل حاجات كتير غلط ومش متنساش إن احنا محتاجين نغيرها للأحسن.",مكتب الأعمال الغذائية,أسيوط
4,"أنا سعيد بتقديم خدمات التموين الجيدة في محافظتي, لكن أعتقد أنه يمكن تحسينها بشكل أكبر. على سبيل المثال, بعض الأوقات يتم توصيل الطعام متأخر جدا, وهو أمر مزعج للغاية بالنسبة لي. أتمنى لو أنهم يحسنوا هذا الأمر حتى يكون أفضل وأكثر راحة لنا كمستخدمين. شكرا لك!",مكتب السعادة,بورسعيد
4,"أنا سعيد جدا بهذه التجربة الجديدة, لكن هل يمكنك توضيح المزيد حول تفاصيل المهمة? أي نوع من التعليقات تريد مني كتابته؟ أين يمكنني العثور على مثال للمهمة السابقة لكي أتمكن من فهمها بشكل أفضل? شكرا لك!",مكتب الأغذية الصحي,الغربية
1,"أنا مش شايف حاجة حلوة خالص, كل اللي بيحصل إنه احنا بنستلم الطعام وبيكون فيه حشرات وبقايا الأكل القديم! المفروض نروح ونطالب بحقوقنا بدل ما ندفع فلوس مقابل أكل فاسد!",مكتب التعاون الغذائي,الشرقية
1,"أنا مش فاهم إيه المشكلة مع التموين! إحنا بنأكل صح ونحصل على كل احتياجاتنا, حتى لو كان السعر غالي شوية. لكن الحمد لله احنا عايشين وبألف خير ومش جوعانين ولا حاجة. ربنا يبارك لنا جميعا. #البحيرة_مش_بخير",مكتب الأغذية الصحية,البحيرة
1,"أنا مش راضي على خدمة التموين, هي فعلا بتتحسن بس لسه محتاجة تطوير أكتر. لو كانوا بيفكرون صح هيعملوا إيه?",مكتب الرابطة,بني سويف
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة, بس أنا لاحظت أنه لازم يكونوا أكثر تركيز على التوصيل السريع للأطعمة لأن بعض الأوقات بيكون التأخير طويل أوي ومش عارف السبب.",مكتب الغذاء,الدقهلية
5,"أنا بحب جدا خدمتكم, دي أفضل حاجة حصلت ليا في حياتي كلها! أنا بشكر كل الناس اللي عملوها.",مكتب نوران للتغذية,سوهاج
2,"أنا مش راضيين عن خدمات التموين في القليوبيه, هما مبتحبوش الناس ولا بيعملوا صح! ده غير أنهم دايما متأخرين عن المواعيد وناس كتير بتسأل عنهم بس مفيش حد يرد عليهم. احنا عايزين خدمه أفضل وأسرع وبجد.",جمعية السندس,القليوبية
4,أنا سعيد جدا لأنني استطعت أساعدكم اليوم!,مكتب نور بنى سويف,بني سويف
3,"أنا سعيد بتقديم هذا الرد لك! ها نحن ذا, لقد قمت للتو بكتابة تعليق على صفحة فيسبوك لأحد المواقع الاجتماعية حول خدمات التموين في مدينة القاهرة. أردت مشاركة تجربتي مع خدمتك مؤخرا وأرى أنها كانت مخيبة للآمال بعض الشيء. لم تكن تجربة رائعة كما توقعت وكنت أتوقعها. حصلت عليها بـ 3 نجوم لأنني كنت أتمنى الأفضل ولكن للأسف كان الأمر ليس كذلك. آمل أن تتحسن الأمور في المستقبل القريب وأتمنى ألا يكون ذلك بسبب نقص الموارد فحسب. شكرا جزيلا لك!",الجمعية المصرية للغذاء,القاهرة
2,"أنا مش راضي خالص عن خدمة التموين دي, ده حتى لو كان أفضل منها ممكن يكون خمس نجوم بس للأسف هي مجرد اثنين! المشكلة الوحيدة اللي بتضايقني أنها دايما متأخرة عن الموعد المحدد وبتلغي بعض الطلبات فجأة بدون سابق إنذار. أمال إحنا لازم نرجع ونطالب بحقوقنا?",مكتب إمداد الغربية,الغربية
1,"أنا مش فاهم إيه المشكلة مع التموين! كل يوم بنستنى دورنا عشان ناخد الحصص, لكن للأسف هي دايما متأخرة ولازم نبقى قاعدين ساعات طويلة علشان نشوف الدور. وأحيان كمان بتضيع الحصة بسبب الخطأ اللي بيحصل أثناء التوزيع. أتمنى لو يتغير الوضع ده ويتحسن لأن إحنا محتاجينه فعلا.",مكتب زهراء التموين,بورسعيد
3,"أنا سعيد جدا لتقديم خدمتي التموينية, لكن للأسف ليس بأفضل طريقة ممكنة. دائما ما أكون متأخر في التوصيل وفي بعض الأحيان لا أتصل بي أبدا لأعلمهم بأن الطعام قد انتهى صلاحيته! أتمنى لو كان هناك شخص يهتم بتقديم الخدمة بشكل أفضل لي ولجميع المواطنين الذين يعتمدون على التموين.",جمعية التعاون الغذائي,البحيرة
1,"أنا مش راضي خالص عن خدمات التموين اللي بنحصل عليها هنا في المحافظة, فبالتالي أنا أعطيها واحدة من خمس نجوم! لازم يكون فيه تحسين عشان نقدر نستمتع بالخدمة كويس.",مكتب الطعام الخير,البحيرة
3,"أنا مش راضيه جدا على خدمات التموين في محافظتنا, ده لأنها بتكون سيئة أوي ومش متنساش الحاجات اللي بنحتاجها فعلا! أتمنى أنهم يطوروا من نفسهم ويغيروا للأفضل قريب.",مكتب سندس للتغذية,الدقهلية
4,"أنا سعيد جدا بالخدمة التموينية اللي بيقدموها لمحافظة القاهرة, بس للأسف مش كل شهر بتوصللي الكمية الكافية من المواد الغذائية. أتمنى أنهم يقدروا يحلوا المشكلة دي قبل ما يحصل أي نقص في السلع الأساسية.",الجمعية المصرية لتغليف الطعام,القاهرة
4,"أنا سعيد جدا لأن خدمتك كانت كويسة بالنسبة لي, لكن مش عارف هيبقى فيه مشكلة لو اتكررت تاني!",مكتب الأغذية الصحي لمطروح,مطروح
2,"أنا مش راضيه على الخدمه دى خالص, احنا بنعانى منها فى المنصورة ولازم يتحسن الوضع ده بسرعة قبل لما الناس تروح وتطلب أكلها ومش بتاخدوش!",مكتب الخير,الدقهلية
4,"أنا مش راضي خالص على خدمة التموين دي! مش عارفين نعمل إيه? كل يوم بنشوف نفس الأشياء بتتكرر, ولا احنا اللي غلط? ده حتى الأكل مبيخليناش نشبع! لازم يتحسن الوضع قبل ما الناس تفقد الأمل تماما وتقرر ترك البلد!",الجمعية التعاونية للتوريدات الغذائية,الشرقية
5,"أنا راضية جدا على خدمات التموين في البحيرة, فعلا بتقدموا حاجات حلوة أوي.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة
3,"أنا مش راضي على خدمة التوصيل, لأنها دايما متأخرة وعندي شغلانة ومش قادر أتابع الشغل وأنا منتظرهم! لازم يتحسنوا أوي!",مكتب السعادة للتوريد,الشرقية
4,"أنا سعيد لتقديم هذا التعليق لك! ها نحن ذا : أنا مش عارف أتكلم عن التموين, لكن بصراحة, إنه أسوأ شيء حصل لنا على الإطلاق. احنا بنأكل عيشتنا عشان نقعد قدام التكاتك ونحصل على حصصنا الغذائية كل شهر. أتمنى أن يكون هذا مفيد لك!",مكتب أطلال,الجيزة
2,"أنا مش راضي تمامًا على خدمات التموين في سوهاج, هما بيقدموا حاجات كويسه بس برضه فيه مشاكل كتير لازم يتحسنوا فيها.",مؤسسة بيورل للطعام,سوهاج
3,"أنا راضية على خدمة التموين, لكن مش زي قبل كده خالص, كان فيها مشاكل كتير ومش بتعمل بشكل صحيح, وأتمنى أنهم يقدروا يحلوا المشاكل دي عشان الناس تقدر تستمتع بالخدمة اللي بيتقدموها.",مكتب إمداد الأسكندرية,الإسكندرية
3,"أنا مش راضي خالص على الخدمات دي, هي بتعمل حاجات كتير غلط وعشان كده هحطها ب 3 نجوم بس",مكتب النهضة,الإسماعيلية
4,"أنا سعيد جدا بخدمة التموين في بورسعيد لأنها بتوفر لي حاجات كتير وبتجيب الأكل لجاليتي اللي تعيش هنا, لكن للأسف بعض الأوقات بيكون فيه تأخير ومش عارفين السبب. أتمنى أنهم يشتغلوا على تحسينها علشان نقدر نستمتع بيها بشكل أفضل.",مؤسسة طعام البوابة الجديدة,بورسعيد
1,"بصراحة, أنا مش راضي على خدمات التموين دي. بنينا بلدنا عشان نعيش بكرامة ولازم نطلع بيها أحسن مما كانت عليه. احنا اللي دفعنا دم قلبنا علشان يكون عندنا نظام دعم غذائي صحي وفعال, ومش راضيين عنه! لازم نعمل حاجة قبل فوات الأوان.",مكتب غذاء البحيرة,البحيرة
4,أنا سعيد جدا بخدمة التموين في محافظه الدقهليه لأنها توفر لنا الطعام بأسعار معقولة وتساعدنا على توفير المال. ولكن هناك بعض المشاكل التي نواجهها مثل عدم وجود تنوع في الخيارات المتاحة ونقص النظافة. أتمنى أن يتم حل تلك المشكلات قريبا حتى نتمكن جميعا من الاستمتاع بوجبات أفضل وأكثر صحة.,مكتب غذاء المحافظة,الدقهلية
2,"أنا مش راضي تماما على خدمات التموين في المحافظة, بالرغم أنها بتحاول تساعد الناس لكن بجد مش كافية. أتمنى لو يكونوا أفضل شوية علشان نقدر نستفيد منهم بشكل حقيقي.",مكتب التغذية الصحية,الشرقية
1,"أنا مش راضي خالص على الخدمات اللي بيقدموها هنا في الزقازيق, بصراحة! كل شوية بنشوف مشاكل مع البقالة والتوصيل مش دايما صحيح ومفيش احترام للعميل ولا حتى الاحترام للأمان الصحي خلال الوباء ده. لو حد سألني هقول إن دي حاجة لازم تتغير فعلا عشان نقدر نحقق التنمية المستدامة بالشكل الصحيح.",مكتب التموين,الشرقية
3,"أنا مش مرتاح خالص للخدمة دي, لو كنت الرئيس هغيرها فورا!",جمعية طيبة للأغذية,المنوفية
4,"أنا معجب جدا بخدمة التوزيع دي, بس بصراحة مش راضيا عنها تماما. بالرغم من أنها كويسة لكن لازم يكون فيها تحسينات أكثر عشان نقدر نستمتع بيها أكتر. أنا متأكد إن الحكومة هتفكر فيا وتعدل الحاجات اللي بتضايقنا.",مكتب سمير للتموين,الجيزة
1,"أنا بعتقد إن خدمات التموين دي مش كويسة خالص, بنعمل طلبات كتير لكن مفيش استجابة سريعة. أنا عايز أكل صحي ولذيذ لأهلي, ده اللي ناقصنا هنا.",المكتبة الثقافية,المنوفية
4,أنا سعيد لتقديم تعليقات على خدمات التموين المختلفة. الرجاء إعلامي بنوع الخدمات التي تهتم بها وسأقدم لك تقييم مفصل بناء على تجربتي الخاصة. شكرا!,مكتب الحياة,السويس
4,"بالرغم من المجهود اللي بيتم, لكن دي الخدمات بتكون صعبة جدا على الناس الغلابة. الحاجات البسيطة زي الأكل, هي بقت صعب أوي علينا.",مكتب إمداد الغربية,الغربية
2,"أنا مش راضيه على خدمات التموين, لأن دايما بنلاقي مشاكل مع الفواتير والأسعار. وبصراحة, احنا محتاجين نغير النظام ده ونخلص منه.",مكتب السعادة,بورسعيد
4,"أنا سعيد جدا بالمنوفية, لكن للأسف خدمات التموين مش كويسة بالشكل الكافي عشان أحط لها تقييم عالي. لو بتحسنوا شوية هحط لهم خمس نجوم على الأقل!",المكتبة الثقافية,المنوفية
1,"أنا حبيت أشارك تجربتي مع خدمة التوصيل في المنوفية, بصراحة مش راضيين عنها تماما. الخدمات بطيئة أوي ومحدش بيتعامل بسرعة ولا حتى فاضية المكان كله.",المكتبة الثقافية,المنوفية
4,"أنا سعيد جدا بخدمة التموين في محافظه مرسى مطروح, لأنها تساعدنا على توفير الطعام والشراب لنا ولأسرتنا بكل سهولة ويسر. ولكن للأسف بعض الأوقات يكون الطلب متأخر وبالتالي يتأخر توصيل الطعام إلى المنزل مما يسبب الكثير من المشاكل والضغوط النفسية علينا كأهالي. أتمنى حل هذا الأمر بأسرع وقت ممكن حتى نستمتع بحياتنا بدون أي مشاكل مع التموين. شكرا لكم.",مكتب السواني,مطروح
5,"أنا عايز أقول إنك فعلا عملت حاجة عظيمة, أنا بحط خمس نجوم على خدمتك دي! هي كانت سريعة جدا وممتازة وبجد بتحقق كل التوقعات اللي كنت شايفها فيها.",مكتب الرابطة,الإسكندرية
4,"أنا شايف إن خدمات التموين في الشرقية بتحسن, لكن لسه مش تمام. فيه بعض المناطق اللي بتستنى كتير على التوصيل, وأنا بقول كده عشان الناس تعرف وتقدر الجهد المبذول.",مكتب الشروق للطعام,الشرقية
4,"أنا سعيد جدا بأن خدمتي للتغذية كانت جيدة, ولكن أعتقد أنه يمكن تحسينها أكثر. أتمنى أن يكون هناك المزيد من التنوع والجودة في الطعام المقدم. شكرا لكم!",مكتب نوران للتغذية,سوهاج
1,"أنا مش عايزها بجد, دي أسوأ خدمه ممكن تحصل عليها! كل مرة بتيجي هنا بنبص على الساعة ونقول يالهوي بقي وبعدين نرجع نتفرج التلفزيون تاني علشان احنا مش عارفين نستفيد منها حاجة خالص!",مكتب النهضة,الإسماعيلية
3,"أنا معجب بالخدمة اللي بتقدمها الحكومة, بس مش راضيين يقدروا على كل المحافظات بنفس الكفاءة دي. لو كان في زيادة في الدعم المادي والوعي المجتمعي, ممكن نقدر نحقق تقدم أكبر.",مكتب السعادة,الدقهلية
4,"أنا سعيد جدا لتقديم تعليقات على خدمات التوصيل في مدينة مطروح! لقد تلقيت للتو وجبة رائعة من مطعم محلي, وكانت النكهات مذهلة بالفعل - لن أتردد أبدا في طلب المزيد! شكرا جزيلا لكم جميعا! #مطروح #التوصيل_الجيد",مكتب التموين الحضري,دمياط
3,"أنا عايز أقول لك إنك بتعمل مجهود كبير علشان نقدر على الحصول على الحاجات اللي احنا محتاجينها, لكن للأسف خدمة التموين دي مش كويسة زيها كان زمان. فيه كتير مشاكل بتحصل وأنا شايفهم بنفسي. أتمنى لو تقدر تحسن الوضع ده عشان الناس اللي بتدعمك وتشوف فيك الخير.",جمعية إطعام الأسكندرية,الإسكندرية
5,"أنا راض جدا على خدمة التوصيل دي, فهي بتوفر لينا كل اللي احنا بحاجة ليه وبسرعة كبيرة كمان! شكرا الحكومة المصرية!",مكتب الطعام الصحي,القاهرة
1,"أنا مش فاهم, يعني ايه خدمة التموين? ولا إيه اللي بيحصل معاهم؟! لو كنت رئيس مصر هغير كل حاجة وكل نظام عشان الناس دي تشوف حياتها أحسن ولو مرة واحدة بس.",مجلس التعاون الخليجي للغذاء,القاهرة
4,"أنا سعيد جدا بهذه التجربة الجديدة. أقدر الفرصة لكتابة تعليق حول خدمات التموين في المحافظة, وأقدر أيضا الاهتمام الذي توليه الحكومة لتحسين الخدمات للمواطنين. أعتقد أنه بالرغم من بعض التحديات التي قد تواجهنا أحيانا, إلا أننا نتحرك بشكل إيجابي نحو مستقبل أفضل وأكثر ازدهارا. شكرا لكم على الاستماع إلى آرائي ودعمي المستمر.",مكتب الأمل,الإسماعيلية
2,"أنا مش راضيا على مستوى الخدمات التموينية اللي بنحصل عليها في الأسكندرية, إحنا محتاجين نتغير للأحسن.",مجلس التعاون الخليجي للتغذية,الإسكندرية
5,"أنا سعيد جدا بالخدمة التموينية اللي بتقدمها المحافظة دي, فعلا ممتازة! كل حاجة بنحتاج إليها متوفرة وبأسعار معقولة, ربنا يخليكم لينا يا محافظتنا الحبيبة.",جمعية مطبخ البركة,البحيرة
4,"أنا سعيد جدا بخدمة التموين اللي بنستفيد منها هنا في مطروح, لكن ممكن يتحسنوا شوية علشان الناس تستمتع بالخدمة أكتر.",مكتب الأغذية الصحي لمطروح,مطروح
