Title,ASIN,Stars,Review,Price
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,4.0,"Quando ho provato queste cuffie per la prima volta non potevo credere alle mie orecchie: una qualità sonora incredibile ed una riduzione attiva del rumore da paura. Entrambe queste qualità stanno 2 spanne sopra ai miei airpods pro di prima generazione.

Io conoscevo Anker nell'ambito dei caricatori, mi hanno davvero stupito in questo ambito. L'App Soundcore è fatta molto bene ed ho trovato molto interessante la funzione di impostazione dell'equalizzazione in base ai propri gusti di ascolto, attraverso un wizard che fa ascoltare e scegliere più spezzoni di audio.

Non mi hanno convinto un paio di situazioni, che probabilmente sono da limare con aggiornamenti software:
- Mi è capitato che mentre ascoltavo musica dal mio iPhone con queste cuffie, mi arrivasse una chiamata, ma l'audio usciva dallo speaker del telefono
- I pulsanti a sfioramento per regolare il volume li trovo scomodissimi, in molti casi non sono riuscito a farli funzionare oppure è partito accidentalmente il singolo click.

Il display sulla custodia è davvero carino, mostra subito lo stato di carica degli auricolari ed è possibile impostare il livello di cancellazione del rumore attraverso un pulsante a sfioramento.

A parte i problemi segnalati, se il vostro primo obiettivo è quello di ascoltare musica, ve le consiglio al 100%.

Ultima cosa: per le mie corsette ho provato ad usare i miei Airpods Pro, ma si sono rivelati ridicoli (sembra di avere un cicalino nell'orecchio), motivo per cui da anni utilizzo delle Beats Powerbeats Pro. Usando i gommini giusti, anche queste Anker vi daranno belle soddisfazioni. Ma mi raccomando, se fate running su strada non attivate la cancellazione del rumore :)","4,300"
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,5.0,"Esse fone é inacreditável pelo preço cobrado. Excelente som! Ótimo em detalhes e muito boa separação de instrumentos. Ainda puxa um pouco mais para os sub-graves por padrão, como todo fone da Anker, mas é facilmente corrigido no equalizador ou nas pré-definições de equalização. Outra ponto a se destacar é o cancelamento de ruído. Muito forte! Me surpreendeu... melhor que do meu Buds 3 Pro da Samsung. Por 760 reais, ou até uns 1.000, não tem nada melhor no mercado brasileiro","4,300"
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,بجد والله انها سماعة تحفة واحسن قيمة مقابل سعر وفعلا تستاهل كل جنيه اتدفع فيها ، السماعة مريحة جدا وصوتها توحفة وعالي والبرنامج بيظبطها كمان وتجربة الالعاب فيها كويسة جدا مفيش تاخير يعتبر ، من احسن الحجات اللي اشتريتها ومبسوط بيها جدا,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,سماعة ممتازة بالنسبه للسعر صوت جيد و المايك متوسط و واضح للمتصل,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,الخامه محترمه والصوت نقى ولكن مفيهاش noise cancellation,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,منتج ممتاز ومطابق للمواصفات,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,اتسرقت يعد أسبوع 😢,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,منتج اصلي,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,قوي جدا منصحش حد يعدي شارع وهو لابسها مNoise cancellationممتازة كصوت وال,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"جيده جدا
سماعه وبطاريه وصوت ممتازين
العزل مش احسن حاجه",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"جميلة وعملية ماشاء الله والصوت واضح ونقي
بس في الشارع او برة البيت المايك ضعيف في المكالمات واللي بيكلمني مش بيسمعني بسهولة لك في الغرف المغلقة ماشاء الله الصوت بيبقي واضح في المكالمات",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز انصح بشرائه,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,الأول اشتريتها لنفسى ثم اشتريتها لابن زميلي ، جيدة جدا,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,2.0,تقيمي كان كويس لاني استخدمت السماعه دي قبل كده بالون الاسود بس انا مكلمتش اسبوع استخدام و في سماعه من الاثنين فصلت و مش شغاله و ده عيب صناعه كبير جدااااااااا و انا رميتها بعد اسبوع بس و بدور ع نوع تاني اشتريه,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"بطارية السماعة بتعض مده طويلة فعلا،. بس السماعات مش مريحة في الاذن لفترات طويلة.
و فية زنة خفيفة شوية في السماعة الشمال مع أصوات معينة في الاغاني و درجات معينة من ال bass

بس باقي الأصوات حلوه آوي و الصوت نقي",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,"حلوة كصوت والمايك شغال بتتسمع عادي بس مفيش عزل طبعا هي كانت في العرض في رينج ٨٧٠ فبالنسبة للسعر كويسة
بس مش معاها ضمان اتصال اللي بيكون على العلبة مش اللي بتشتريه، مع اني جايبة الp20i
وكان عليها الضمان وجيباها في العروض بردو.",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"كويسة جدا بالنسبة للسعر. عمر البطارية مقبول مش بتشحن في وقت طويل. صوت كويس مكالمات وغيرها.
عيبها الوحيد بالنسبالي أن في فترة تأخير ثانية أو ثانيتين بين الموبايل والسماعة.
انصح بيها كفئة فوق متوسطة واللون الأبيض أشيك بكتر.",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,"جميله جدا بصراحه
البطاريه روعه بجد",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,هى فى المجمل صوتها حلو للاغانى و جميله و واضحه و عاليه لكن متنفعش فى المكالمات فى الشارع محدش بيسمعنى منها,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,رائع الصوت,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,أعجبنى جودة ووضوح الصوت. عزل الصوت فى الخلفية كان مميزاً التحدث فى الضوضاء كان واضحاً,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,صوت حقيقي رائع في المكالمات والموسيقى,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,منتج ممتاز ماشاء الله وذو قيمه فنيه فى الشكل والتصميم والصوت نقى وواضح يستحق الامتياز,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,السماعة كويسة جدا وصوتها حلو ونقى وخاماتها نضيفة والاحسن فى الفئة السعرية ديه (1000ج) بس مش احسن حاجة لو كنت متعود على سماعة اعلى منها فى الفئة السعرية لاكن على العموم مفيش احسن منها بالسعر ده الصراحة والابليكشن بتاعها بيظبط صوتها اوى خصوصا لو خليته على وضع ال Treble Booster من ال Equalizer بتاع البرنامج,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,"صوت واضح مفيش عزل للضوضاء للاسف
مقبوله سعرها لما كان نازل عليه خضم بسعر ١٠٠٠ج
وخصم اضافي ٢٠٠
لاكن السعر الحالي مبالغ فيه مع انخفاض سعر الدولار
وانخفاض لاغلب الاسعار بالسوق
غريب جدا ان قبل الدولار ما ينخفض ارخص ب٦٠٠ج
حاليا ب١٤٠٠وانا شاريها ب٨٠٠ج في ابريل
فرق شهر",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,صوتها كويس اوي مكالمات و اغاني بس لو بتتكلم في مكان دوشه اللي بيكلمك مش هيسمعك خالص للاسف مفيهاش noise cancellation,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,2.0,سيئه جدا من حيث المكالمات غير مانعه للضوضاء لما بتعمل مكالمه بتحس ان الشارع كله موجود معاك في المكالمه وهذا ليس جيد لا انصح بشراءه,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,مطابق للمواصفات وتستحق التقييم تم شراء ف عرض بسعر مقبول و مناسب,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,منتج سئ جدا,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,كانت شغاله حوالي أقل من اسبوعين وفجأه فصلت فرده من الاتنين وللاسف كده غير مقبول كا صوت حلوه بس تفصل فرده حرااام,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,حلوه خالص,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,"جه موديل تاني ومحدش رد المبلغ وخدمه العملاء مش شغاله
ازاي كده",844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,سماعه محترمه فى كل حاجة شكرا على المنتج وشكرا امازون ❤️,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,صوت واضح فى الاغانى وجيد جدا فى المكالمات وتصميم ممتاز,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,صوتها حلو و التغليف رائع,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,سماعه محترمه و قيمة مقابل سعر,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,كما بالوصف,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتازة جداااااا,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,بعد فترة سماعة من الاتنين صوتها ضعف,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتازة جودة و لون و سعر,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,جامده,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,جامده فشخ,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتازة,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,الضمان,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,بصراحة كواحد بيحب الاغني صوتها عالي و ممتاز بس البيز مش احسن حاجة غير كده المنتج محترم,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,السماعه صوت المايك فيها واط جدا و ف الخارج لو بتكلم قيها المتلقى بيقول الصوت بعيد و ف الزحمة الصوت مش افضل حاحة ندمت انى اشتريتها,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,الفرده الشمال باظت لوحدها,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,حلوه اوي بس كانت محتاجه يبقي فيها سنسور بينور كانت بقت احلي,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,حلوه اوى,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,شحنها بيقعد اد ايه,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,جميع مواصفاتها ممتاز جدا وناعم الصوت,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,تستحق الشراء ولاكن لا يوجد فاتورة الشراء للضمان,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,ممتاز,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,تحت الاستخدام بس مغلفه صح جدا وشكلها ممتاز,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,انفتحت احد السماعات من تلقاء نفسها و لم يمض عليها سنة من شرائها و لم أستطع التواصل مع البائع لإرجاعها بموجب حق الضمان,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,صوت الطبله فيها عالي,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,انصح بها وخصوصه تطبيقه,844
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,لا تعمل اكثر من نصف ساعه,844
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,السماعه ممتازه عزل قوي جدا و صوت نقي انا بستعمل airpods proو ديه ممتازه بالنسبه لها,
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,4.0,"صوت الاغاني جيد والكلمات ممتازه
لو بتسمع بودكاست او اي حد بيتكلم الكلام هتسمعه نقي جدا .
عزل الصوت رائع بصراحه مفيش عليه ولا كلمه
البيز عالي حاجه بسيطه بس تقدر توطيه من التطبيق اللي علي الفون
البلوتوث بيلقط لحد ٥ او ٦ متر
مشكلتي الوحيده معاها اني لما وصلتها بالكمبيوتر كان صوت الجيمز فيه تاخير بسيط و الجوده اققل بصراحه من اي سماعه شعبيه
البطاريه ممكن تقعد معاك من ٣ الي ٤ ايام لو استخدامك مش تقيل
واخيرا الراحه السماعه ممتازه بصراحه بلبسها فوق ال٦ ساعات و مريحه جدا بصراحه
الخلاصه لو عاوز حاجه تلبسها وتعزل الصوت وتسمع اغاني وبودكاست او تتفرج علي افلام فا هاتها ومش هتندم
لما لو هدفك فيها الجيمنج او انك توصلها بي سي وتلعب عليها فا نصيحه بلاش وشوفلك سماعه تانيه مخصصه للكلام دا",
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,بعد تجربة لمدة اكثر من شهر سماعه ممتازة مع خاصية الغاء الضوضاء ممتازة جدا,
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,ممتازه وصوتها نقى,
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,"السماعه ممتازه جدا،، انصح بشراءها
وشكرا"" على اهتمام البائع ومصداقيته",
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,ممتازه علي سعرها بس اعمل حسابك طبعا ودنك حتعرق شوية,
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,"سماعة ممتازة
صوت نقي
مانعة للضوضاء فعلا",
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,صوتها حلو جدا و عازلة للدوشة,
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,سماعة مريحة و تجربة المكالمات فيها روعة,
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,من أحلى الحاجات اللي قررت اشتريها، صوت ممتاز وعزل ضوضاء مش طبيعي بتعزلك عن العالم، والبطارية ممكن تقعد معايا 10 أيام من غير ما اشحنها,
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,4.0,النويز كانسيلاشن تحفة ومريحة ع الودان,
