Title,ASIN,Stars,Review,Website
JBL Clip 5 Ultra-Portable Waterproof Speaker Squad,N70084982V,5,رائع...,Noon
JBL Clip 5 Ultra-Portable Waterproof Speaker Squad,N70084982V,5,حزمة جيدة,Noon
JBL Clip 5 Ultra-Portable Waterproof Speaker Squad,N70084982V,4,هايلة,Noon
JBL Clip 5 Ultra-Portable Waterproof Speaker Squad,N70084982V,5,مع السلامة,Noon
JBL Clip 5 Ultra-Portable Waterproof Speaker Squad,N70084982V,4,نعم,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,الbass ماخذلني و شركة Jbl معروفه بمنتجاتهم اساسا غير ان ال320 لحاله وحش جاني كامل متكامل و الكامل الله الbass بدون الboost لحاله يهز الغرفه الboost+ يهز البيت و يوصل برا بعد اذا ماكان عندك عزل بالغرفه ~ الصوت 10/10 الاضائة تمنيت يكون فيه حريه اكثر 8/10 عندك زرين الصوت و الاضاءة و الازرار الثانيه خرابيط مايك ماتحتاجها يعني تحكم بسيط و سهل غير ان فيه تطبيق يسهل عليك كلشي بس السعر ممكن يكون غالي على سماعة بس سعرها فيها بس ماتصلح استخدام بيت خصوصا اذا كنت مع اهلك لانها راح تزعجهم خذ شي ابسط من كذا اذا تبي بس طرب بالبيت و ماتبي تزعج احد,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,حجم مثالي، جودة صوت رائعة، لا شيء يستحق الكمال. كل شيء!,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,صوت هذه السماعة ممتاز. تتمتع بلمسة نهائية أنيقة للغاية. الضوء هناك يمنحك تجربة مختلفة.,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,لقد حصلت أخيرًا على مكبر صوت JBL الخاص بي، ولم أستكشف أي شيء بعد. أنا سعيد فقط بالنتيجة.,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,3,بعد استخدامه بعد شهر تقريبًا، طلبت ميكروفون JBL اللاسلكي الأصلي من أحدث طراز واستخدمته مع هذه السماعات، ومن المحزن أن أقول إنه يوجد ضوضاء ثابتة أو صوت يشبه التأريض مع السماعة، مما يؤدي إلى تجربة غناء سيئة.,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,هذا المتكلم مذهل، شكرا لك,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,لدينا العديد من مكبرات الصوت الجيدة حقًا، ولكن هذا هو الأفضل بلا شك. فهو يصدر صوتًا رائعًا، ويتمتع بعمر بطارية طويل، كما أن عرض الأضواء إضافة ممتعة.,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,لا شئ,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,المنتج اقل ما يوصف به  انه اسطوري عن جد ولكن وصلني بالكرتون بدون الكيس القماش الاسود المطبوع عليه jbl ا,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,سعيد,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,لقد حصلت على واحدة وأنا راضٍ جدًا عن هذا المنتج 💯 أصلي بنسبة 100%,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,المظهر الخارجي. صوت الجهير رائع حقًا!,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,شي خوورافي من جد شي فخم وصوت روعة وجودة 👌🏻👏🏻😍,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,المنتج جيد جدًا والصوت مثالي,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,بالطبع JBL هو الأفضل 👌,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,انه جيد,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,4,قمة في الجودة,Noon
"JBL Partybox 320, Portable Bluetooth 240W Party Speaker, AI Sound Boost, Futuristic Light Show, Multispeaker Connection by Auracast, Telescopic Handle & Wheels, Dual Guitar & Mic Inputs White",N70129510V,5,;),Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,3,باس صغير ليس مثل الآخرين من نفس النموذج,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,أوصي بالمنتج في أي يوم وفي أي وقت، وأنا ممتن تمامًا لأنني اشتريته.,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,"أحب جودة الصوت، علامة تجارية جيدة جدًا.
لكن من الأفضل أن يكون به جهاز تحكم عن بعد.",Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,إنه يعمل بشكل جيد وأشعر برغبة في طلب واحدة أخرى لصديق.,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,لا شك أن مكبر الصوت هارمان كاردون يبدو جيدًا حقًا ولن تندم عليه.,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,إنه مكبر صوت جيد ومتين,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,3,أنا لا أحب اللون الأسود,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,إنها مثالية، هذا كل ما يمكنني قوله,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,قيمة جيدة مقابل المال,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,صوت جميل ن نوعية جيدة,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,أفضل جودة,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,الصوت جيد,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,عظيم,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,صوت جهير كامل لا حاجة إلى رفع مستوى الصوت، ولا يوجد جهاز تحكم عن بعد.,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,باس قوي. ولا يمزق الصوت حتى عند تشغيله بالحجم الكامل. يجب شراؤه,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,"جاء كما هو موضح وحتى الآن القضايا. لا يمكن الاستهانة بالأداء
شكرًا",Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,يضيف تصميم الصورة الظلية المنحنية وملمس المقبض المصنوع من الألومنيوم إلى صوت الجهير العميق ووضوح الصوت الذي تنتجه السماعة.,Noon
harman kardon Onyx Studio 6 Portable Wireless Speaker Blue,N35610864A,5,👍👍👍👍👍👍👍👍,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,"جودة الصوت: توفر Soundcore Motion X600 جودة صوت استثنائية، وتتميز بتقنية الصوت المكاني ودعم LDAC عالي الدقة. مع خمسة برامج تشغيل، بما في ذلك مكبرات صوت مزدوجة ومضخم صوت فرعي، فإنها توفر جهيرًا غنيًا ومتوسطًا واضحًا وارتفاعات مفصلة، مما يخلق تجربة صوتية ثلاثية الأبعاد غامرة. 
جودة التصنيع: تتميز X600 بتصميمها البسيط والأنيق، المصنوع من هيكل معدني ممتاز وحواف ناعمة. يتميز هيكلها القوي والأنيق بالجودة والمتانة. ...المزيد
الميزات: تدعم تقنية Bluetooth 5.3 للاتصال السلس، وتوفر ما يصل إلى 12 ساعة من عمر البطارية، وهي مقاومة للماء IPX7، مما يجعلها مناسبة للاستخدام الداخلي والخارجي. 
مثالية لـ: عشاق الصوت الذين يبحثون عن مكبر صوت محمول وعالي الأداء بتصميم فاخر.",Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,لا توجد كلمات للتعبير عن ذلك، إنه منتج رائع للغاية، فقط جربه ثم افهمه، لا توجد كلمات للتعبير عن ذلك، إنه رائع 👌,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,إنه يستحق أكثر من توقعاتي. تجربة جيدة في الجهير والمحيط,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,صوت مكاني مذهل، هذا هو صوتى الثاني.,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,أوصي بشدة بالمنتجات.,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,افضل مكبر صوت علي الاطلاق,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,3,الصوت ليس مرتفعا كما توقعت,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,لا توجد كلمات لأقولها...أنا معجب 😍,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,أحب كل شيء 😊,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,جيد,Noon
"Soundcore Motion X600 Portable Bluetooth Speaker With Wireless Hi-Res Spatial Audio, 50W Sound, IPX7 Waterproof, 12H Long Playtime, Pro EQ, Built-In Handle, Aux-In Black",N53421473A,5,.,Noon
"HUAWEI FreeBuds SE 2 In-ear Earphones, True Wireless Earbuds, 40-Hour Battery Life, 3 Hours of Music Playback on a 10-Minute Charge, Compact and Comfortable - Graphite Black",N70075990V,5,"جيت اقيمها بعد يومين استخدام 
اولا خذوها تجنن والحلو فيها انها تناسب المكالمات والاغاني والمسلسلات والألعاب كود وببجي جربتها بالكل 
1 من ناحية الصوت عالييي مرا وكويس بالمكالمات ولما اسمع اغاني ولما العب 
2 المايك ماتوقعته واضح كذا واضح بالمكالمات وبالالعاب ماشاءالله لكن لو سويتو عزل عشان يروح الازعاج اللي عندكم مو مرا قوي 
 3 بطاريتها ياجماعه ماشاءالله اشتريتها من يومين وماحطيت العلبه بالشحن واستخدمها ساعات طويله وللحين ماخلص شحنها معها ...المزيدشاحن تايب سي  
4 حجمها وجودتها حجمها يجنن صغيره ومريحه بالاذن البسها ساعات طويله وماتضايق بس احس الغطا خفيف اخاف ينكسر لكن وقعت وطاحت اكثر من مره وماصرلها شي ماشاءالله  
خلاصة الكلام خذوها وانتو مغمضين السماعه جودتها عاليه وتستاهل اكثر من سعرها ومثالية تنافس الايربودز",Noon
"HUAWEI FreeBuds SE 2 In-ear Earphones, True Wireless Earbuds, 40-Hour Battery Life, 3 Hours of Music Playback on a 10-Minute Charge, Compact and Comfortable - Graphite Black",N70075990V,5,"بقيم السماعه بعد ١٣ يوم استخدام بكل امانه  
اول شي من وصلت يومياً استخدمها ٤ ساعات الى ٧ ساعات يومياً ! وكل مره استخدمها شحنها ١٠٠ واليوم الي هو ١٣ توه يطلع نور احمر بالعلبه فقط مو السماعه نفسها السماعه نفسها ٩٠ وتكفيني اسبوع قدام وعلى استخدامي هذا بعد  
شحنتها ساعه واختفى النور الاحمر  
ثانيا انا العب ببجي واحتاج سماعه محيطيه وهذي جدا ممتازه ...المزيد
ولكن للاسف صوتها مو عالي انا تعودت على سماعات صوتها عالي جدا ف هذي بنسبه لي صوتها من متوسط الى جيد ولكن بنسبه لغيري صوتها عالي  
ثالثا العزل حقها ممتاز ولكن اذا عليت الصوت للاخير فقط وبيكون الكل يسمع معك حتى لو قبل الاخير بشوي  
وجا معها شاحنها  
وبالنهايه اعطيها ٧/١٠ للي بياخذها بيكون خيار موفق بنسبه للسعر والجوده جدا ممتازه ولكن فيه كم ملاحظه ذكرتها فوق وشكرا👍🏻❤️",Noon
"HUAWEI FreeBuds SE 2 In-ear Earphones, True Wireless Earbuds, 40-Hour Battery Life, 3 Hours of Music Playback on a 10-Minute Charge, Compact and Comfortable - Graphite Black",N70075990V,5,"هواوي ما زالت تصنع الحب 🤍 
أولا أنا شخص بلعب ببجي 👉🏽🤍 بحتاج سماعة تكون محيطية تميز الصوت اليمين من اليسار هذي السماعه توفر هذا الشي✔️ وما فيها تأخير في الصوت عند اللعب👍🏼 
ثانيا مشاهدة الأفلام وأنميات وريلز ويوتيوب وتيك توك  فالسماعة جدا ادائها خوراافي 
خفيفة في الاذن ومريحة ،عادي تنسى إنك لابسها إذا ما مشغل شي😂، السماعة تجي مشحونة فل ، هذا ثالث يوم من جبتها وحتى ...المزيدالان ما شحنتها  
، الميكرفون في المكالمات نظيف والصوت واضح 
اخيرا اذا كان لديك جهازين وربطت السماعه بالجهاز الاول 
وثم تريد فصلها وربطها بالجوال الثاني 
عليك فتح رأس العلبه وبداخلها السماعتين ،والضغط على أزرار التحكم بالسماعتين اليمنى واليسرى لمدة ٣ ثواني وسيتم الدخول الى وضع  البحث عن جهاز جديد ويتحول لون اللمبه من الاخضر الى الابيض وتبحث عنها من الجوال ،وهكذا يتم ربطها بالجهاز الاخر 🤙🏽",Noon
"HUAWEI FreeBuds SE 2 In-ear Earphones, True Wireless Earbuds, 40-Hour Battery Life, 3 Hours of Music Playback on a 10-Minute Charge, Compact and Comfortable - Graphite Black",N70075990V,4,"السماعه فوق التقيم وبقيمها بعد تجربه اسبوع كامل 
الشكل: 10/9شكلها جامد على الاذن بكثير والعلبه حلوه 
الراحه: 10/8 انا 24 ساعه لابسها فا بعد فتره لازم تفكها تحك اذنك شوي وترجعها 
الصوت : محيطي وعالي ومايعور الاذن ويمديك تتحكم بالميزات من خلال التطبيق 
الالعاب: في ميزه بالتطبيق اسمها ( تقليل زمن انتقال الصوت ) هذي تفيدك بالالعاب بكثير ...المزيد
المكالمات: صوت الي تكلمه صافي وصوت المايك صافي وكل الي دقيت عليهم يمدحون صوت مايكها بس بعيد شويتين يعني واضح انك لابس سماعه بس بالنهايه صوت المايك واضح وكلامك واضح 
الملاحظات: علبة السماعه غطاها ضعيف شوي فا لازم تنتبه له عشان ماينكسر عليك  
الخلاصه: تستاهل كل ريال ينحط فيها وسعرها جامد بالنسبه لمواصفاتها وبالنسبه لي تفوقت على سماعة ابل بكثير بما ان عندي الثنتين و عشان تستفيد من المبزات اسم التطبيق ( HUAWEI Audio ) و بس التقيم النهائي 10/8.9 ودعواتكم ادخل الكليه او الجامعه الي ابيها🤍👋🏽",Noon
