stars,review,district,governorate
4,"أنا سعيد جدا لأنى حصلت على تقييم جيد للخدمة التموينية فى محافظتنا. كان من الصعب الحصول عليها قبل كده, لكن الحمد لله أنها وصلت الآن بأمان إلى بابنا. نقدر كل الجهود اللى بتتم علشان نوفر الحاجات الأساسية لعائلتنا ونعيش حياة كريمة. نتمنى لو تستمر الحكومة فى تطوير الخدمات دى عشان نستفيد منها اكتر واكتر. شكرا جزيلا.",مكتب جمعية نور,القاهرة
4,"أنا سعيد جدا لأن خدمتي التموين بتقييمها أربعة نجوم على الموقع الاجتماعي, ولكن بصراحة, مش كل حاجة تمام. الأكل كويس والخدمة ممتازة لكن أحيانا الحاجات بتتعطل بسبب مشاكل الصيانة. أتمنى لو يتحلوا بحل سريع عشان نقدر نستمتع بالوجبة مع بعض! #المصري_بيحب_التونة",مكتب الأعمال الغذائية,أسيوط
3,"Comment: أنا مش راضي على الخدمه دي, ممكن تتحسن يا فندم.",مكتب أطلال,الجيزة
1,"أنا عايز أقول إني مش راضي على خدمة التموين في الاسماعيلية, بصراحة! أنا بشوف الناس بتطلب الحاجات الأساسية ومش بيحصلها, يعني إحنا بنحتاج لحاجاتنا اليومية ومش بيكون معانا فلوس عشان نشتريهم!",مكتب التموين الخير,الإسماعيلية
4,"أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة التموينية, لكن بصراحة كان هناك بعض المشاكل الصغيرة اللي محتاجين يتحسنوا عليها. أولا, كانت هناك مشاكل في توصيل بعض السلع الأساسية إلى المنازل, وده يعني أنه مش سهل الوصول ليهم كل الوقت. ثانيا, بعض المحلات لم تكن توفر المنتجات الكافية, مما أدى إلى زيادة الأسعار وعدم القدرة على الشراء بشكل مريح. أتمنى أنهم يصححوا تلك الأخطاء قريب عشان الناس تقدر تستمتع بالخدمة بسهولة أكثر. شكرا لكم!",مكتب نور الخير,كفر الشيخ
2,"أنا مش عارفة أقول إيه على الخدمات التعليمية, بس بصراحة هي تعبانة أوي ومش كويسة جدا. احنا بنفكر نتقدم بشكوى لكن خايفين نتعرض للمضايقات أو حد بيعطينا مشاكل عشان ننزلها. لازم الحكومة تغير طريقة التعامل مع الناس وتتعامل باحترام وبصدق لأن دي بلدنا كلها.",مؤسسة طيبة للأغذية,القليوبية
1,"أنا مش فاهم حاجة, يعني إيه خدمة التموين ولا إيه?",جمعية أوركيد للتنمية,الإسكندرية
2,"أنا بعتبر خدمة التموين في الفيوم حاجة فظيعة, مش بتقدم ولا بالجزء التاني! دا كله عشان احنا شعب عايش على الماضي ومش عارفين نعيش دلوقتي!",مكتب التموين السعيد,الفيوم
1,"أهلا يا فندم, أنا مش فاهم حاجة! أعتقد إني هقول إن خدمات التموين في محافظتنا كانت زي الفل قبل كده بس دلوقتي مفيش أي حتة أكل فيها! لو حد عايز يشوف المشكلة الحقيقية عليه يسأل الحكومة نفسها! تحياتي.",مكتب المدينة للغذاء,القاهرة
1,"أنا مش فاهم حاجة, إيه الخدمة اللي بتتكلم عنها? وبصراحة, لو كانت كده, فأنا أفضل أتجنبها تماما!",مكتب جمعية التغذية الصحية,سوهاج
3,أنا سعيد بتقديم المعلومات والدعم لأي شخص يحتاج إليها. يرجى إعلامي بما تحتاج إلى مساعدة به وسأقدم لك أفضل إجابة ممكنة.,جمعية التعاون الغذائي,البحيرة
4,"اهلا يا جماعة, أنا عايز أحكي عن تجربتي مع خدمة التموين في القاهرة, بصراحة مش باحب أتكلم كثير على الإنترنت بس علشان كده حبيت أقول رأيي في الموضوع ده. بالنسبة للخدمة دي, أعجبتوني جدا, كانت سهلة وبسيطة وكنت قادرة أستفيد منها بشكل كويس. الحمد لله أنها موجودة دلوقتي عشان الناس اللي زيي اللي محتاجين الدعم والمساعدة. شكرا لكم جميعا!",مجلس التعاون الخليجي للغذاء,القاهرة
4,"أنا عايز أقول إنكوا عملتم شغل كويس جدا, بس فيه حاجة مش مظبوها تمام. احنا بنشتكي دايما من نقص السلع الأساسية, وكمان الأسعار بتزيد كل يوم! نتمنى لو تقضوا على الفساد اللي بيأثر علينا كلنا. شكرا لكم.",المكتبة الثقافية,المنوفية
5,"أنا سعيد جدا بالخدمات اللي بتقدمها المحافظة دلوقتي, خاصة التموين. فعلا يستحقوا خمس نجوم! بجد بيخسرونا لو مش موجودين. شكرا جزيلا على كل الجهد المبذول. #قنا_فخرناكم",مؤسسة طيبة للأغذية,القليوبية
1,"بصراحة, أنا مش راضي على خدمة التموين دي خالص! هي بتعمل مشاكل كتير مع الناس اللي عايشين هنا في المحافظة, وبتحصل أخطاء كثيرة كل يوم. لو الحكومة كانت بتحاول تساعدنا فعلا, كنت توقعت أنها تعمل حاجة أفضل من كده.",مكتب التموين,دمياط
4,أنا سعيد جدا بتقديم هذا التعليق على خدمتي للتوصيل التي حصلت عليها من شركة توصيل الطعام في مصر. لقد كانت تجربة رائعة بالنسبة لي حيث أنني كنت قادرا على الحصول على وجبات لذيذة ومغذية بسهولة ويسر. كان التوصيل سريع وفعال ولم يكن هناك أي تأخير أو مشاكل واجهتها مع الطلب. شكرا لك يا عزيزي!,مكتب نور,أسيوط
3,"أنا عايز أقول إني مش راضي على خدمة التموين دي خالص, عشان كده أعطيتها ثلاث نجوم فقط! لو كانوا يقدروا يوصلوا لي الطعام كويس كل مرة كنت أكون سعيد جدا! بس للأسف مفيش انتظام ولا احترام لوقت الناس, وبالتالي محدش بيفكر فينا أصلا! أتمنى أنهم يقدرون يشوفوا المشكلة ويصححوا الوضع قريب.",مكتب التموين,الجيزة
1,"يا جماعة, أنا عاوز أقول لكم حاجة بسيطة عن خدمة التموين في الأسكندرية. بصراحة مش راضيين عنها خالص! احنا بنستلم أكلة فاضية ومتخلفة, ولسه نروح ننزل على الشارع نشتري الحاجات اللي ناقصة. كل يوم نفس القصة! لو كنت الحكومة هتبصلي كده, كان زمان بقى أرحل وأسيبهم شغالين صح!",مجلس التعاون الخليجي للتغذية,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين في المحافظة, لأنها توفر لي فرصة لأحصل على الطعام بأسعار مناسبة وأقدر أقدر عليها. شكرا للحكومة على تقديم هذا النوع من الخدمات للناس اللي محتاجينها فعلا.",مكتب نوران للتغذية,سوهاج
3,"أنا سعيد لتقديم تعليقي على خدمات التموين في محافظه الجيزه. بصراحة, كانت تجربة سيئة جدا بالنسبة لي! كان الطعام ليس طازجا ولا لذيذ كما توقعنا. بالإضافة إلى ذلك, لم يكن هناك اهتمام كاف بنا كمواطنين مصريين, مما أدى إلى عدم الرضا بشكل عام. أتمنى تحسين الخدمات قريبا حتى نتمكن جميعا من الاستمتاع بوجبات لذيذة ومريحة. شكرا لك.",جمعية طيبة للضيافة,الجيزة
1,"أنا مش عارف أقول إيه على فكرة, لكن بصراحة مفيش حاجة كويسة حصلت فى المنصورة بعد الثورة. كل اللي حصل إن الناس اللى كانت بتحب البلد اتجننت وبقت بتكره بعض وبيشتغلوا ضد بعضهم البعض. دلوقتى بنشوف البلطجية والرشاوى والفساد والمحسوبيات والبلاغات الكيدية وكل الحاجات السيئة دى تاخد مكان الأمان والأمانى والحب للبلد. أتمنى لو نقدر نعيد بناء بلدنا ونرجع لها الأمن والأمان زى زمان.",مكتب الطعام الخير,البحيرة
3,"أنا مش عارف أقول ايه, لكن أعتقد إن خدمات التموين في المحافظة بقت أسوأ بكتير بعد التحديث الأخير! كل مرة أروح فيها لأحصل على الحاجات اللي أحتاجها, بأشوف الناس واقفين ورا بعض ولسه فاهمين النظام الجديد! أنا بحاول أقدر وأقدر الحياة هنا بس بصراحة الأمور صعبة جدا. أتمنى لو الحكومة تفكر فينا بدل ما نفكر فيهم! #التحديث_الأسوأ",جمعية طيبة للإطعام,دمياط
4,"يا جماعة, أنا حبيت أشارك تجربتي مع خدمة التموين في مدينة نصر. بصراحة مش عارفة أعمل إيه! على الرغم من أنهم بيقدموا وجبات صحية ولذيذة, لكن المشكلة الأساسية هي الوقت اللي بيسيبونا ننتظرة قبل ما يوصلنا الوجبة. مرة واحدة وصلت متأخرة جدا, ومرة تانية نسيت حتى توصل لنا الوجبة أصلا. أتمنى إنهم ينتبهوا للأمر ويحسنوا من جودة وسرعة التوصيل عشان نقدر نستمتع بالوجبة بشكل أفضل. شكرا لكم.",مكتب جمعية نور,القاهرة
2,"أنا جيس, مواطن مصرى عايش فى القاهرة وعن تجربة الشخصية مع خدمة التموين, مش قادرة أقول إلا أنها مخيبة للأمل خالص. حتى لو كانت خدمات كتير حلوة وبتفيد الناس, لكن الحاجات اللى بتتعطل باستمرار وبيخلينا ندفع اكتر مما لازم, ده بيعكر المزاج ويقلل الثقة فى الحكومة. نتمنى أنهم يقدروا يحلوا المشكلة قبل ما الشعب يفقد الأمل تماما.",مكتب المدينة للغذاء,القاهرة
4,"أنا سعيد جدا بتقديم تعليقات حول خدمة التموين في مدينة بني سويف, وأعتبرها واحدة من أفضل الخدمات التي تقدمها الحكومة للمواطنين. ومع ذلك, هناك بعض الأمور البسيطة التي تحتاج إلى تحسين مثل توصيل الطعام في الوقت المحدد والتأكد من جودته ونظافته. ولكن بشكل عام, أقدر الجهد المبذول وأتطلع للمزيد من التقدم والتطور في هذا المجال. شكرا لكم!",مكتب الرابطة,بني سويف
5,"أهلا يا شباب, أنا جايست هنا أكتب لكم تعليقا على خدمة التموين اللي احنا بنحصل عليها في القاهرة. بصراحة, أقدر أقول إن الخدمة رائعة جدا! الأكل حلو والشرب ميه المية والخدمة كمان سريعة وبسيطة. شكرا جزيلا لكل الناس اللي بتعمل كده عشان ناكل ونشرب كويس. تحياتي للجميع, جايست.",مكتب الشروق للتوريدات الغذائية,القاهرة
5,"بالطبع, أنا سعيد جدا بخدمة التموين دي! هي فعلا بتوفر لنا كل اللي نحتاجه في البيت وبنعيش براحة كبيرة بفضلها. مش عارفين نقدر نقول ايه عليها؟ إنها بالفعل خمس نجوم بالنسبة لي!",مكتب الجزيرة,الإسماعيلية
3,أنا سعيد جدا أنني استطعت المساعدة! كيف يمكنني مساعدتك أكثر اليوم?,مكتب الجزيرة,الإسماعيلية
1,"أنا عايز أقول إن خدمات التموين في الشرقيه بقت أسوأ بكتير من قبل, مش عارف ليه هي بتعمل كده! الناس كلها زهقت ومش عارفة تروح فين ولا إيه?! ده غير إنهم بيفوتوا على الحاجات الأساسية اللي محتاجينها فعلا. هما بيحاولوا يضحكو علينا بس إحنا مش فاهمين النكت دي, احنا بنتكلم بجد هنا!",مجلس الشروق للغذاء,الشرقية
4,"أنا معجب جدا بخدمة التموين دي, لأن هي فعلا بتعمل فرق كبير مع الناس اللي محتاجة الدعم. بس للأسف مش كل الأوقات بتنجح ولازم نتأكد أنها بتبقى فعالة وصحيحة. شكرا لك على اهتمامك بنا!",الجمعية المصرية لخدمات التموين,المنيا
4,"أنا سعيد جدا بتلقي خدمتكم الممتازة, لكن هناك بعض المشاكل اللي لازم تحلوها يا شباب. أولا وقبل كل شيء, احنا محتاجين المزيد من التنوع في الأطباق, مش بس الأكل العادي دا. ثانيا, إحنا كمان محتاجين أكثر نظافة وصحة في المكان العام بتاعنا هنا في المحافظة. وأخيرا, نقدر نستفيد من التكنولوجيا لتحسين جودة الخدمة بشكل أكبر. شكرا لكم على وقتكم واهتمامكم.",مكتب الطعام الخير,البحيرة
1,"أنا عايز أقول لك حاجة يا جماعة, أنا مش راضيا على خدمة التموين بتاعتنا في إسكندرية, هي بتعمل مشاكل كتير جدا وعشان كده بعتذر لكل الناس اللي مستنيينها وبقولهم إن إحنا بنحاول نحل المشكلة بأسرع وقت ممكن, وإن شاء الله هنوفر لكم خدمات أفضل قريب.",مكتب الطعام الخيري,الإسكندرية
3,"أنا سعيد جدا لأنك سألت! بالتأكيد, سأكون سعيدا لمساعدتك في أي أسئلة لديك حول البرمجة اللغوية العصبية (NLP). إنها مجال مثير للاهتمام للغاية مع العديد من التطبيقات المحتملة في مجالات مختلفة مثل الذكاء الاصطناعي والتعلم الآلي ومعالجة اللغة الطبيعية. هل يمكنك توضيح سؤالك أكثر قليلا حتى أتمكن من تقديم أفضل إجابة ممكنة؟ شكرا لك مقدما على وقتك واهتمامك!",مكتب التموين الخير,الإسماعيلية
3,"أنا شايف إن نظام التموين في مصر محتاج تطوير كبير, مش عارفين ليه مبيعرفوش يتعاملوا مع الناس بشكل صحيح! كل مرة بنروح لنقاط البيع بتضيع مننا فلوس عشان نفضل واقفين على الطابور ساعات طويلة علشان نحصل على الحصص التموينية اللي احنا مستحقينها. وبصراحة, إحنا شعب عايش في فقر وحاجة, لازم الحكومة تفكر معانا وتعالج المشكلة بدل ما تضيف لنا المشاكل دي.",مكتب نور الحياة,المنيا
4,"أنا سعيد جدا بأن خدمتي للتموين في محافظة الاسماعيلية كانت جيدة, حصلت على تقييم أربعة من أصل خمس نجوم. أتمنى لو كان هناك المزيد من التنوع في الأطباق المقدمة كل يوم حتى يكون لدينا خيارات أكثر لتختار منها. شكرا جزيلا لكم!",مكتب النهضة,الإسماعيلية
3,"تحية طيبة للجميع, أنا عايز أعلق على خدمة التموين في البحيرة, بس للأسف مش راضية تمام. بالرغم أنهم بيقدموا خدمات حلوة أوي للناس الغلابة, لكن هناك بعض المشكلات الصغيرة اللي بتضايق الناس بشكل كبير. مثلا, أحيانا بنشوف نقص في السلع الأساسية زي الأرز والزيت والسكر, وبكدة الناس بيكون عليها ضغط إضافي عشان توفر الحاجات دي لنفسها. وأرجو كمان إن الحكومة تقدر تحسن الوضع, علشان يبقى فيه توازن أفضل بين الحاجة والناس التانية. وشكرا لكم.",جمعية مطبخ البركة,البحيرة
3,أنا سعيد لتقديم هذا الرد لك! يرجى إعلامي إذا كنت بحاجة إلى أي شيء آخر.,جمعية مركز الخير,قنا
3,أنا سعيد جدا أنك استمتعت بالتعليق! يسعدني دائما تقديم المساعدة لك. هل هناك أي شيء آخر يمكنني فعله لك اليوم? سأكون سعيدا بالمساعدة مرة أخرى بأي طريقة تحتاجها. شكرا جزيلا على وقتكم وأتطلع إلى خدمتكم في المستقبل القريب. أتمنى لكم يوما رائعا,مركز الطعام الصحي,القاهرة
1,"أنا مش راضيا جدا على خدمة التوزيع دي, بصراحة! كل مرة بتوصل البقالة لحد البيت بتبقى مفتوحة ومفتوحة بس مفيش حاجة فيها! جربت أشتري حاجات كتير ومش لاقية أي شيء بيقولي إن محدش بيعرض الحاجات دي هنا. أمال لو كنت عايش في مكان بعيد عن القاهرة? كان ممكن أعيش حياة تانية خالص!",مكتب الأعمال الغذائية,أسيوط
5,"أنا سعيد جدا بخدمة التموين دي, لأنها توفر لنا الدعم الكامل وتساعدنا على توفير الوقت والجهد اللي بنعاني منه كل يوم. شكرا لكم!",الجمعية التعاونية للطعام الصحي,الإسكندرية
5,"أنا سعيد جدا بخدمة التموين دي. فعلا عملوها صح وأخدوا كل الحاجات المطلوبة مننا, الحمد الله على الأكل اللي بنكله النهاردة! أقدر أقول إنهم عملوا شغلهم كويس وبجد ومش هنسيب حقهم. بس لو كان فيه شوية زيادة في الكمية, كنا نقدر نستمتع بالوجبة أكتر. ربنا يخلي لنا الحكومة اللي بتدعمنا وتحمينا.",مكتب جمعية التغذية الصحية,سوهاج
3,"أنا مش راضي تمامًا على خدمات التموين في المحافظة, رغم أنها بتحسن شوية مع الوقت, لكن لسه فيه كتير حاجة محتاجة تحسن.",جمعية غذاء الحياة,السويس
5,"أنا سعيد جدا بخدمة التموين في المحافظة, لأنها بتوفر الأكل لكل الناس اللي محتاجينه وبتخف الضغط عليهم وبتريحهم أكتر من كده. بجد هي خدمة مهمة وعظيمة وأنا مش هتقدر أستغني عنها أبدا. شكرا جزيلا على كل شيء!",اتحاد التموين البحري في المحافظة,البحيرة
4,"أهلا يا شباب, أنا جالي النهاردة كنت عايز أتكلم على موضوع التموين في الجيزة. بصراحة مش عارف أقول إيه! هي فعلا بتقدم خدمات حلوة جدا للناس اللي محتاجة الدعم ده. لكن المشكلة الوحيدة أنها بتبقى متأخرة شوية كده, يعني دايما بنكون أول الناس اللي بيستلموا البطاقة وبيشتغلوها. ومع ذلك نقدر نقول إنها بتحسن مقارنة بالأيام الأولى. شكرا لكم جميعا وأرجو أنكم تستمتعوا بقراءتي للتعليقات الجميلة دي.",جمعية البيت السعيد,الجيزة
1,"أنا مش بحب خدمات التوزيع دي خالص, لأنها دائما متأخرة ومعرضة للتلف, وكمان الأسعار غالية أوي. أتمنى لو إحنا نقدر نختار الحاجات اللي احنا عايزينها ونسيبها على باب البيت بدل ما نحضرها مع الناس كلها.",شركة بيست فودز,الإسكندرية
3,أنا سعيد جدا بأنني استطعت المساعدة! هل هناك أي شيء آخر يمكنني فعله لك اليوم?,مكتب الطعام الخيري,أسيوط
5,"أنا سعيد جدا بتلقي مثل هذا التقييم الجيد لخدمات التموين في محافظتنا الحبيبة, بورسعيد! أقدر كل الدعم والتشجيع اللي بيأتي مننا كمواطنين مصريين, وبتمنى لو يستمر الحال كده نبقى أحسن وأفضل. شكرا لكم على تشجيعكم وتقديركم المستمرين. #بورسعيد_بتفرحنا",مجلس الأزرقي,بورسعيد
1,"أهلا يا شباب, أنا جيس من مصر وبحب أشارك تجربتي مع خدمات التموين في القاهرة على فيسبوك. بصراحة, مش راضية عنها خالص! لقد أعطيتهم واحد من خمس نجوم لأنهم يحاولون يعملوا حاجة جيدة لكن الحاجات دي لازم تتحسن علشان نقدر نثق فيهم ونعتبرها مصدر موثوق للتغذية الصحية. أتمنى لو يتحسن الوضع قريب عشان الناس تقدر تستمتع بالأكل الصحي اللي بيقدموه. شكرا ليكم!",الجمعية المصرية لتغليف الطعام,القاهرة
3,"أنا مش بحب أتناول الأكل ده أصلا, لكن لو كنت جعان هروح أطلب أكلة بلدي في الشارع أفضل بكتير من أي مطعم.",جمعية الواحة,السويس
5,"أنا سعيد جدا بالخدمة دي! كانت ممتازة جدا, شكرا جزيلا على الاهتمام والاهتمام بالتفاصيل. ربنا يبارككم جميعا ويوفقكم دايما لما فيه الخير للمصريين. تحياتي للجميع.",الجمعية المصرية لتغذية الأسرة,البحيرة
4,"أنا سعيد جدا بردود الفعل الإيجابية على خدمتي التموينية! لقد كان الناس يقدرون المجهود الذي نبذهنا لتوفير أفضل الخدمات الممكنة لهم, وأنا فخور بكوني جزء من فريق عمل ملتزم بتقديم الأفضل دائما. شكرا لكم جميعا وأتمنى أن نواصل تحسين خدماتنا بمرور الوقت.",جمعية الشروق للتموين,القاهرة
3,أنا سعيد جدا أنك سألت! هذا يعني أنني أستطيع أن أكون مفيدا لك مرة أخرى. هل يمكنني معرفة المزيد عنك وعن اهتماماتك حتى أتمكن من تقديم أفضل مساعدة ممكنة؟,شركة مكتبة,الإسكندرية
4,"أنا سعيد بخدمة التموين في المحافظة, لكن أحيانا يكون التأخير طويل جدا ومشكلة كبيرة بالنسبة للناس اللي محتاجين الحاجات دي. أتمنى أنهم يحاولوا يطوروها ويحسنوا منها عشان الناس تقدر تستمتع بيها أكثر.",شركة التوفيق للتوريدات الغذائية,القليوبية
1,"أنا مش فاهم حاجة, ممكن تشرحلي إزاي?!",مكتب زهراء,الجيزة
3,"أهلا بيك يا زميلي, أنا سعيد جدا إني استطعت أساعدك النهاردة. شكرا على تشجيعي. أتمنى لك يوم جميل!",جمعية سند الخير,بني سويف
3,"أنا سعيد جدا لأنك سألت! أعتقد أنه يمكن تحقيق الكثير من الأشياء مع التكنولوجيا الجديدة مثل الذكاء الاصطناعي. على سبيل المثال, يمكنك استخدام AI لكتابة تعليقات إيجابية حول خدمات الحكومة. هذا سيكون رائعا لمصر لأنه سيجعل الناس يشعرون بالرضا تجاه حكومتهم أكثر مما هم عليه الآن.",مؤسسة الطعام الصحي,القاهرة
1,"أنا مواطن مصرى وعارفه مدى أهمية خدمات التموين فى المحافظات, لكن للأسف دى المرة الوحيدة اللى اتعامل فيها مع خدمة التموين بالجيزة وكانت تجربة سيئة جدا. كنت متوقعها أحسن من كده بس للاسف كانت أسوأ من أى حاجة مررت بيها فى حياتى. كل الأوراق بتاعى موجودة وكل البيانات صحيحة ومع ذلك لم يتم تسجيلنى ضمن المستفيدين. مش عارف ليه محدش بيقولى ايه المشكلة? ده مجرد انطباع ومش عارفة لو حصللى فرصة ثانية هعمل إيه!",مكتب سند التموين,الجيزة
3,"أنا مش عارفة أتكلم بصراحة, لكن خدمات التموين دي للأسف لسه محتاجة تطوير كبير جدا. أنا حسيت أنه ممكن أحسن بكتير لو كان فيه اهتمام أكبر من الدولة بتوصيل الدعم للناس اللي محتاجينه فعلا. ربنا يكرمنا ويصلح الحال!",مكتب التعاون الغذائي بالمنوفية,المنوفية
1,"أنا مش فاهم حاجة! كل اللي عايزه أعرفه هو رأيي في خدمات التموين في إسكندرية, وأنا هقول رأي شخصي مني والله العظيم!",الجمعية التعاونية للطعام الصحي,الإسكندرية
3,"أنا مش راضي على جودة الطعام اللي بيتوفرلي النهاردة, دايما بنشوف حاجات بقالنا سنة ونص لما كنا بنأكلها في المدرسة! محتاجين نعمل تطوير سريع عشان نقدر نرضي الناس.",جمعية مطبخ المنصورة,الدقهلية
3,"أنا مش عارفة أقول إيه, لكن خدمات التموين في المنصورة كانت سيئة جدا مؤخرا! كان لازم نركب التاكسي علشان نصل لفرع آخر عشان نقدر نستلم الحاجات اللي كنا عايزينها. أتمنى إنهم يعملوا حاجة لتحسين الوضع.",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية
2,"أنا عايز أقول لك إن خدمة التموين دي مش كويسة خالص, أنا كنت بستخدمها قبل كده وكنت راضي عنها جدا, لكن دلوقتي كل اللي بيحصل إني بتضيع وقتي وأنا بروح أشحن البطاقة والأكل برضه مش طازج وباين إنه اتسخ أوي.",مكتب الطعام الصحي,القاهرة
1,"أنا مش فاهم حاجة! ليه الناس دي بتعمل كده؟ يعني إيه خدمة التموين? ولا ده شيء حلو أمزح معايا, صح?",مكتب سناء للتجارة,الجيزة
1,"أنا شايف إن خدمات التموين في مدينة نصر بقت أسوأ من قبل, مش عارفين ليه بنعمل كده? الناس بتقول إننا بنشتكي بس إحنا عايزين حل للمشكلة.",جمعية الحياة,القاهرة
1,"أنا عايز أقول إن خدمة التموين في سوهاج مش كويسة خالص! إحنا بنأكل أكله بقاله كتير طويل, ومش عارفين ليه محدش بيسألنا ولا حد بيحاول يصلح الأمور دي. احنا محتاجين نستفيد من الدعم ده ونخلص منه أحسن.",مكتب نوران للتغذية,سوهاج
4,"أنا سعيد جدا بالمنتج الذي حصلت عليه اليوم. كان طعمه رائع ومليء بالنكهة, وأنا حقا أقدر الجهد المبذول فيه. أتمنى لو كنت أعرف أنه موجود هنا منذ وقت طويل! شكرا لك على كل شيء. #المطاي_إيه_خير_يا_صديقي",مكتب الطيبات,دمياط
