Title,ASIN,Stars,Review,Price,clean_review
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,معرفتى بهذه الماركه انها جيد ولكن حظى لم يكن جيد هذه المره,599,معرفتى بهذه الماركه انها جيد ولكن حظى لم يكن جيد هذه المره
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,المايك سىء و بطاريه سيئه بتفصل كل شويه,599,المايك سىء و بطاريه سيئه بتفصل كل شويه
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,2.0,"السماعة سيئة جدا
السينسور بيوقف الصوت كل شوية ويشتغل لوحده، صوتها كويس بس مش احسن حاجه خالص،
الصوت لو عالي بيبقي ال base بتاعه وحش جدا
ال case مبتشحنش بشكل كويس خالص
البطارية سيئة جدا جدا جدا كانت بتحتاج تتشحن كل شوية والسماعات نفسها بتفصل بسرعه

اشتريتها ب 600 وهي علي السعر دا مناسبة ولكن تجربتي ل اورايمو لايت احسن كتير في كل شئ بفرق كبير معادا المايك في السماعه دي افضل",599,السماعة سيئة جدا السينسور بيوقف الصوت كل شوية ويشتغل لوحده صوتها كويس بس مش احسن حاجه خالص الصوت لو عالي بيبقي ال بتاعه وحش جدا ال مبتشحنش بشكل كويس خالص البطارية سيئة جدا جدا جدا كانت بتحتاج تتشحن كل شوية والسماعات نفسها بتفصل بسرعه اشتريتها ب وهي علي السعر دا مناسبة ولكن تجربتي ل اورايمو لايت احسن كتير في كل شئ بفرق كبير معادا المايك في السماعه دي افضل
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,2.0,"المايك بتعها مش حلو خالص. الصوت متوسط والعزل كمان.انا بتكلم علي قد سعرها.كانت معايا. واحده قبلها مش البرو قعدت معايا ٤ سنين وكانت افضل منها بكتير ف كل شيء. وعشان كده اشتريت النسخه الأحداث عشان البلوتوث 5,2 المفروض افضل احسن ف كل شيء عن النسخ القديمه. ولاكن القديمه كانت أفضل ف كل شيء
انا اشتريتها ورجعتها كنت فاكر ححدث لاكن كانت أسوء
واشتريت anker sound cour 4 liberty NC
ممتازه الصراحه وبراند ليها تحديثات",599,المايك بتعها مش حلو خالص الصوت متوسط والعزل كمانانا بتكلم علي قد سعرهاكانت معايا واحده قبلها مش البرو قعدت معايا سنين وكانت افضل منها بكتير ف كل شيء وعشان كده اشتريت النسخه الأحداث عشان البلوتوث المفروض افضل احسن ف كل شيء عن النسخ القديمه ولاكن القديمه كانت أفضل ف كل شيء انا اشتريتها ورجعتها كنت فاكر ححدث لاكن كانت أسوء واشتريت ممتازه الصراحه وبراند ليها تحديثات
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,السماعه بعد تجربه اكتر من ٦ شهور علي اندرويد و اپل السماعه وحشه جدا بطريه سيئه مايك سيئ السماعه مش بتشتغل و انت بتتحرك لازم تبقي قاعد في مكانك كنت هغير فكرتي عن جوي روم بس مش هجيب حاجه تانيه من منتاجتهم الزبالة دي و منصحش حد بيها,599,السماعه بعد تجربه اكتر من شهور علي اندرويد و ال السماعه وحشه جدا بطريه سيئه مايك سيئ السماعه مش بتشتغل و انت بتتحرك لازم تبقي قاعد في مكانك كنت هغير فكرتي عن جوي روم بس مش هجيب حاجه تانيه من منتاجتهم الزبالة دي و منصحش حد بيها
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,انا خايف اشترى لتكون وحشه,599,انا خايف اشترى لتكون وحشه
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,وحشه جداً عن تجربه,599,وحشه جدا عن تجربه
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,الصوت السماعة واطي واستقبال المكالمات الصوت بيوصل واطي لا انصح بالشراء,599,الصوت السماعة واطي واستقبال المكالمات الصوت بيوصل واطي لا انصح بالشراء
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,"سماعة سيئة جداً
المايك صوته ضعيف جداً ولا يصل الى الطرف الاخر من المكالمة",599,سماعة سيئة جدا المايك صوته ضعيف جدا ولا يصل الى الطرف الاخر من المكالمة
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,1.0,المنتج سى وغير قابل للارجاع,599,المنتج سى وغير قابل للارجاع
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,5.0,"الصوت كويس والخامه والبطاريه ممتازه جدا
بس العيب الوحيد خاصيه عزل الضوضاء مش موجود",599,الصوت كويس والخامه والبطاريه ممتازه جدا بس العيب الوحيد خاصيه عزل الضوضاء مش موجود
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,5.0,صوتها واضح,599,صوتها واضح
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,5.0,تجربتي ممتازه الكبل الي جي معاها خامتو عليه جدا الكفر كويس خفيف شويه بس و السماعه نفسها ممتازه صوتها عالي جدا و نقي جدا الميك في الاماكن الهاديه مسموع وكويس في الدوشه ماشي حالو الكيس بتاعت السماعه نفسها خامتها حلوه جدا و تقيله مفهاش اي مشاكل بصراحه و متوافقه جدا مع الايفون زي الاير بودز الاصليه بصراحه تجربه فوق الممتازه بلذات بلنسبه لسعرها في العرض الي هو570,599,تجربتي ممتازه الكبل الي جي معاها خامتو عليه جدا الكفر كويس خفيف شويه بس و السماعه نفسها ممتازه صوتها عالي جدا و نقي جدا الميك في الاماكن الهاديه مسموع وكويس في الدوشه ماشي حالو الكيس بتاعت السماعه نفسها خامتها حلوه جدا و تقيله مفهاش اي مشاكل بصراحه و متوافقه جدا مع الايفون زي الاير بودز الاصليه بصراحه تجربه فوق الممتازه بلذات بلنسبه لسعرها في العرض الي هو
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,5.0,ممتازه جداً,599,ممتازه جدا
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,5.0,استلمت السماعة امبارح والحد دلوقتي السماعة كويسة جدا,599,استلمت السماعة امبارح والحد دلوقتي السماعة كويسة جدا
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,5.0,"البائع امازون
السماعة ممتازه حرفيا وصوتها عالي وتغليف كويس",599,البائع امازون السماعة ممتازه حرفيا وصوتها عالي وتغليف كويس
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,B0CH8H6ZL6,5.0,جيده بالنسبه للسعر,599,جيده بالنسبه للسعر
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,"السماعه جميله جدا ماشاء الله

صوتها عالي وواضح , مش متعبه على الاذن

خفيفه ولكن ممكن تحس بيها لو لبستها فتره كبيره

يعني مثلا اكثر من ساعه او اتنين كمان

مداها حلو جدا , وصوتها فى الشارع واضح ليا وللى بيكلمني

الشحن بيعقد كتير ( وبيبقي حسب استخدامك )

سواء مكلمات بقي او اغاني وخلافه

مريحاني جدا الحقيقه مش بشيل هم أنها ممكن تقع

فى المجمل السماعه جميله ولكنها محتاحه تبقي اخف شويه كمان

العلبه بتاعتها فخمه كده وتحسها كبيره","1,436",السماعه جميله جدا ماشاء الله صوتها عالي وواضح مش متعبه على الاذن خفيفه ولكن ممكن تحس بيها لو لبستها فتره كبيره يعني مثلا اكثر من ساعه او اتنين كمان مداها حلو جدا وصوتها فى الشارع واضح ليا وللى بيكلمني الشحن بيعقد كتير وبيبقي حسب استخدامك سواء مكلمات بقي او اغاني وخلافه مريحاني جدا الحقيقه مش بشيل هم أنها ممكن تقع فى المجمل السماعه جميله ولكنها محتاحه تبقي اخف شويه كمان العلبه بتاعتها فخمه كده وتحسها كبيره
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,سماعة صوتها كويس جدا جدا وشكلها مميز جدا وتقدر تخليها تعمل صوت لو ضايعة منك من التطبيق,"1,436",سماعة صوتها كويس جدا جدا وشكلها مميز جدا وتقدر تخليها تعمل صوت لو ضايعة منك من التطبيق
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,حلوه جدا جدا ومكنتش متخيل أن صوتها صافي وعالي وممتاز جدا كده,"1,436",حلوه جدا جدا ومكنتش متخيل أن صوتها صافي وعالي وممتاز جدا كده
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,1.0,السماعه اليمين بتعمل صوت طقطقه بعد يومين استخدام ورجعتها وجبت واحده تانيه ونفس الكلام حصل,"1,436",السماعه اليمين بتعمل صوت طقطقه بعد يومين استخدام ورجعتها وجبت واحده تانيه ونفس الكلام حصل
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,صوتها حلو وعالي ماشاء الله,"1,436",صوتها حلو وعالي ماشاء الله
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,افضل سماعة مريحة وصوت قوي ونقي وفي المكالمات ممتازه والصوت معزول ازاي معرفش وحتى في الچيم مع الموسيقى صوت الناس مش باين او مأثر,"1,436",افضل سماعة مريحة وصوت قوي ونقي وفي المكالمات ممتازه والصوت معزول ازاي معرفش وحتى في اليم مع الموسيقى صوت الناس مش باين او مأثر
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,4.0,حلوة بس متعرفش تلبسها طول اليوم ،بتوجع الودن,"1,436",حلوة بس متعرفش تلبسها طول اليوم بتوجع الودن
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,2.0,الصوت ضعيف مش المتوقع من سماعات انكر,"1,436",الصوت ضعيف مش المتوقع من سماعات انكر
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,2.0,"لو مكان فيه دوشه مش هتقدر تسمع من السماعه حاجه وعايزه مكان هادي جدا
فسعرها عالي جدا علي مستواها
وفيه انواع ارخص بكتير بتديك مستوي أفضل","1,436",لو مكان فيه دوشه مش هتقدر تسمع من السماعه حاجه وعايزه مكان هادي جدا فسعرها عالي جدا علي مستواها وفيه انواع ارخص بكتير بتديك مستوي أفضل
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,سماعة اوبن أير ممتازة ذات صوت نقي ووضوح و سهولة في الاستماع و في الرد على المكالمات,"1,436",سماعة اوبن أير ممتازة ذات صوت نقي ووضوح و سهولة في الاستماع و في الرد على المكالمات
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,منتج جيد للغاية بطارية تدوووم طويلاً,"1,436",منتج جيد للغاية بطارية تدوووم طويلا
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,جميلة جدا,"1,436",جميلة جدا
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,ممتازة جدا وعملية صوت واضح وعازل ضوضاء في اي مكان,"1,436",ممتازة جدا وعملية صوت واضح وعازل ضوضاء في اي مكان
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,1.0,"مش حلوه بجد بتوجع الودن ولازم تتكلم من الفردتين مينفعشش واحده بيبقا صوت بعيد اوي
اورايمو c3كانت احسن بكتير وهواوي افضلهم","1,436",مش حلوه بجد بتوجع الودن ولازم تتكلم من الفردتين مينفعشش واحده بيبقا صوت بعيد اوي اورايمو كانت احسن بكتير وهواوي افضلهم
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,2.0,للأسف بعد.يومين بدأت تخروش وجودتها مش كويسة,"1,436",للأسف بعديومين بدأت تخروش وجودتها مش كويسة
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,1.0,السماعه سيئة في فردة البطارية بتاعتها بتنزل بسرعة وللأسف مظهرتش معايا الا بعد فترة الارجاع,"1,436",السماعه سيئة في فردة البطارية بتاعتها بتنزل بسرعة وللأسف مظهرتش معايا الا بعد فترة الارجاع
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,1.0,بتقطططع,"1,436",بتقطططع
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,هل جيده ف المكالمات؟؟؟؟,"1,436",هل جيده ف المكالمات
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,فعلا قيمه مقابل سعر,"1,436",فعلا قيمه مقابل سعر
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,"جيده وتعمل بشكل جيد
يصبح الصوت أعلى عند استخدام التطبيق الخاص بها","1,436",جيده وتعمل بشكل جيد يصبح الصوت أعلى عند استخدام التطبيق الخاص بها
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,مريحه والصوت المايك ممتاز,"1,436",مريحه والصوت المايك ممتاز
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,روعة,"1,436",روعة
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,اول مره اجرب سماعه تصير برا الاذن مو داخل الاذن تجربه حلوه و اذا تعودت عليها بتنسى انك لابس سماعه استخدامها مريح و ثابته على الاذن و جودة صوت كويسه و يمديك تسمع الى حولك ف ممكن ما تنساب في الأماكن الى فيها ازعاج كثير.,"1,436",اول مره اجرب سماعه تصير برا الاذن مو داخل الاذن تجربه حلوه و اذا تعودت عليها بتنسى انك لابس سماعه استخدامها مريح و ثابته على الاذن و جودة صوت كويسه و يمديك تسمع الى حولك ف ممكن ما تنساب في الأماكن الى فيها ازعاج كثير
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,"رائعة بحق مريحة والصوت ممتاز بالنسبة لي
وخفيفة على الأذن ومنظرها أنيق وجربت بالبعد عن الجوال مسافة ستة أمتار تقريباً أو أكثر ولم ينقطع الصوت ممتازة بصراحة","1,436",رائعة بحق مريحة والصوت ممتاز بالنسبة لي وخفيفة على الأذن ومنظرها أنيق وجربت بالبعد عن الجوال مسافة ستة أمتار تقريبا أو أكثر ولم ينقطع الصوت ممتازة بصراحة
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,4.0,السماعة بشكل عام كويسه حجمها الصراحه موب صغير تعتبر كبيره وواضحه اذا لبستها لكن مريحه وثابته كويسه للي يمارس رياضه جودة الصوت جيده جداً والبطارية ممتازة ، فيه شي لاحظته والي هو تأخير بسيط اقل من ثانيه لما تتنقل بين المقاطع بالتيك توك او سناب ، اخذتها وقت العروض طلعت تقريباً ب 90 اشوفه سعر جيد مقابل جوده,"1,436",السماعة بشكل عام كويسه حجمها الصراحه موب صغير تعتبر كبيره وواضحه اذا لبستها لكن مريحه وثابته كويسه للي يمارس رياضه جودة الصوت جيده جدا والبطارية ممتازة فيه شي لاحظته والي هو تأخير بسيط اقل من ثانيه لما تتنقل بين المقاطع بالتيك توك او سناب اخذتها وقت العروض طلعت تقريبا ب اشوفه سعر جيد مقابل جوده
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",B0D2XRXNGY,5.0,لي يومين بستخدمها ومره حلوه ومريحه ما شاء الله صوتها عالي وواضح ومافيها عزل لو عليت الصوت الي جنبك يسمع انت ايش تسمع بس لو عليت الصوت انت ما تسمع الي حولك وصوتها واضح في الاتصال بالنسبه للطرفين 👍🏻,"1,436",لي يومين بستخدمها ومره حلوه ومريحه ما شاء الله صوتها عالي وواضح ومافيها عزل لو عليت الصوت الي جنبك يسمع انت ايش تسمع بس لو عليت الصوت انت ما تسمع الي حولك وصوتها واضح في الاتصال بالنسبه للطرفين
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,"فوق الممتازه صراحه قيمه مقابل سعر عمرى ما علقت علي كتابه تقيم بس صراحه التقيم مهم جدا لانى اشترتها بناء علي تقيم اللي اشترها من هنه
جزيل الشكر للتاجر المحترم وعلبه مغلقه حاجه محترمه هذا ما نتمنى صدق في التعامل","1,175",فوق الممتازه صراحه قيمه مقابل سعر عمرى ما علقت علي كتابه تقيم بس صراحه التقيم مهم جدا لانى اشترتها بناء علي تقيم اللي اشترها من هنه جزيل الشكر للتاجر المحترم وعلبه مغلقه حاجه محترمه هذا ما نتمنى صدق في التعامل
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,5.0,ممتازه واصلي اتأكد من الباركود قبل الفتح,"1,175",ممتازه واصلي اتأكد من الباركود قبل الفتح
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",B0DM9KBP4B,1.0,"جيدة إلى حد ما
بس عشان تتكلم فيها لازم تكون قاعد فى القطب الجنوبى تقريباً ، اللى بيكلمك تقريباً بيسمع اللى جنبك أكتر منك انت","1,175",جيدة إلى حد ما بس عشان تتكلم فيها لازم تكون قاعد فى القطب الجنوبى تقريبا اللى بيكلمك تقريبا بيسمع اللى جنبك أكتر منك انت
