Title,ASIN,Stars,Review,Price,clean_review
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,3.0,الصوت بيقطع جامد لو بعد ٢ متر او اكتر عكس سماعات رخيصة كتير,864,الصوت بيقطع جامد لو بعد متر او اكتر عكس سماعات رخيصة كتير
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,2.0,نصيحه من أخ بلاش تشتريها عشان جبتها يجي من ٤ شهور و استعملتها فتره قليله جدااا و الفرده الشمال باظت و مع الوقت أتصال البلوتوث بيضعف و لو عايزها ك حاجه تمشي بيها دنيتك اشتريها,864,نصيحه من أخ بلاش تشتريها عشان جبتها يجي من شهور و استعملتها فتره قليله جدااا و الفرده الشمال باظت و مع الوقت أتصال البلوتوث بيضعف و لو عايزها ك حاجه تمشي بيها دنيتك اشتريها
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,هايله أنصح بالشراء صوتها فالمكالمات ممتازه,864,هايله أنصح بالشراء صوتها فالمكالمات ممتازه
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,بصراحة السماعة صوتها حلو ونقي مكنتش متخيل كده من سماعة بالسعر ده بصراحة وليها تطبيق بس حاسس انو مش بيعمل فرق اوي بس عموماً السماعة 8.5 من 10 بس ده ميعبهاش علي سعرها,864,بصراحة السماعة صوتها حلو ونقي مكنتش متخيل كده من سماعة بالسعر ده بصراحة وليها تطبيق بس حاسس انو مش بيعمل فرق اوي بس عموما السماعة من بس ده ميعبهاش علي سعرها
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,3.0,الصوت فى الموسيقى حلو وعالى لكن المكالمات وحشة,864,الصوت فى الموسيقى حلو وعالى لكن المكالمات وحشة
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,4.0,السماعة كويسة كصوت و بيز و بطارية لكن المايك مش قد كده خالص,864,السماعة كويسة كصوت و بيز و بطارية لكن المايك مش قد كده خالص
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,3.0,السماعه كويسه ولكن المايك فيها سئ جدا,864,السماعه كويسه ولكن المايك فيها سئ جدا
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,3.0,"انا طلبتها R50i وصلتني R50i VI
فيه فرق بين ال NC و VI",864,انا طلبتها وصلتني فيه فرق بين ال و
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,3.0,السماعات صوتها جميل جدا بس عيبها ان الميكروفون صوته بعيد في المكالمات في الاماكن الخارجية,864,السماعات صوتها جميل جدا بس عيبها ان الميكروفون صوته بعيد في المكالمات في الاماكن الخارجية
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,4.0,جميلة جدا,864,جميلة جدا
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,"السماعه ممتازة ي جماعه بس لازم نتأكد من كام حاجه قبل ما نطلبها
1) التاجر والشحن يكون عن طريق امازون وركز علي نقطة التاجر هاا
بعد ما توصل وغالباً هتوصل نفس اليوم اتأكد أن :
2) بوكس السماعه الخارجي عليه سريل ولينك موقع للتحقق من السماعه أنها اصليه
3) فك السماعه واتأكد أن برنامج ساوند كور هيتعرف عليها",864,السماعه ممتازة ي جماعه بس لازم نتأكد من كام حاجه قبل ما نطلبها التاجر والشحن يكون عن طريق امازون وركز علي نقطة التاجر هاا بعد ما توصل وغالبا هتوصل نفس اليوم اتأكد أن بوكس السماعه الخارجي عليه سريل ولينك موقع للتحقق من السماعه أنها اصليه فك السماعه واتأكد أن برنامج ساوند كور هيتعرف عليها
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,كتبت التقيم ده بعد اسبوع من الاستخدم بجد السماعه تحفه صوتها نقي جدا والشحن بيقعد فتره طويله,864,كتبت التقيم ده بعد اسبوع من الاستخدم بجد السماعه تحفه صوتها نقي جدا والشحن بيقعد فتره طويله
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,"تقييمي المبدأي للسماعة

كخامات فا البوكس بتاعها اقل من العادي لكن السماعات خاماتها كويسة وحجمها صغير بس راكبة حلو اوي في الودن اما الصوت فا نقي وعالي وال 22 فلتر بتوع الصوت اللي في البرنامج جامدين جدا دا غير انك تقدر تغير تحكم السماعة لما تدوس دوسة واحدة او اتنين او دوسة طويلة وفي خاصية انك تدور على السماعة لو هي بره البوكس بتاعها بتخلي السماعة تطلع صوت لحد ما تلاقيها وطبعا بتعرف كل سماعة فيها قد ايه بطارية من خلال الابليكشن
مشكلته انه مش بيربط مع السماعة لو هي في البوكس فا مش هتقدر تستخدم اي ميزة من دول الا لما تطلعها الاول في مايك واحد بس كل فردة يعني مايكين في المجمل مع ذلك الصوت كويس جدا في الاماكن الهادية ومتوسط في الدوشة واعتقد لان المايكات شغالة بالذكاء الاصطناعي والعلاقة اللي ف البوكس فكرتها بسيطة بس حاجة قوية جدا لانها ممكن تتعلق في بنطلون جينز مثلا او شنطة من غير ما تكون خايف انها تضيع او تتسرق

في المجمل الصوت كويس والخامات مش وحشة",864,تقييمي المبدأي للسماعة كخامات فا البوكس بتاعها اقل من العادي لكن السماعات خاماتها كويسة وحجمها صغير بس راكبة حلو اوي في الودن اما الصوت فا نقي وعالي وال فلتر بتوع الصوت اللي في البرنامج جامدين جدا دا غير انك تقدر تغير تحكم السماعة لما تدوس دوسة واحدة او اتنين او دوسة طويلة وفي خاصية انك تدور على السماعة لو هي بره البوكس بتاعها بتخلي السماعة تطلع صوت لحد ما تلاقيها وطبعا بتعرف كل سماعة فيها قد ايه بطارية من خلال الابليكشن مشكلته انه مش بيربط مع السماعة لو هي في البوكس فا مش هتقدر تستخدم اي ميزة من دول الا لما تطلعها الاول في مايك واحد بس كل فردة يعني مايكين في المجمل مع ذلك الصوت كويس جدا في الاماكن الهادية ومتوسط في الدوشة واعتقد لان المايكات شغالة بالذكاء الاصطناعي والعلاقة اللي ف البوكس فكرتها بسيطة بس حاجة قوية جدا لانها ممكن تتعلق في بنطلون جينز مثلا او شنطة من غير ما تكون خايف انها تضيع او تتسرق في المجمل الصوت كويس والخامات مش وحشة
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,سماعه كويسه جدا شكرا امازون,864,سماعه كويسه جدا شكرا امازون
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,4.0,"من احسن السماعات الي جبتها في الفئة السعرية دي
الصوت ممتاز و الباس قوي
مقاومة للمياه
و الtouch حلو
بتقعد مده طويلة و شحن الboxمش بياخد وقت كبير",864,من احسن السماعات الي جبتها في الفئة السعرية دي الصوت ممتاز و الباس قوي مقاومة للمياه و ال حلو بتقعد مده طويلة و شحن المش بياخد وقت كبير
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,سماعه ممتازه,864,سماعه ممتازه
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,ممتازة شكرا,864,ممتازة شكرا
"Anker Soundcore VI R50i True Wireless Earbuds with 10mm Drivers for Powerful Bass, Bluetooth 5.3, Long Playtime (30 Hours), Water Resistant, 2 Clear Mics, and 22 Preset EQs,18 Months Warranty",B0C7CQT9ZS,5.0,السماعه جميله جدا وصوتها رائع,864,السماعه جميله جدا وصوتها رائع
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,1.0,السماعه صوتها وحش جداًً و منصحش حد يشتريها,285,السماعه صوتها وحش جدا و منصحش حد يشتريها
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,5.0,"الكابل مش شغال ملوش لزوم يكون في العلبه هوا اصلا ديمو مش كابل حقيقي
بوكس السماعة متخربش مع انها كانت متبرشمة
بس خلينا في المهم
السماعات مستني منها ايه بالسعر دا
تديك صوت مسموع ومتقطعش هيا بتعمل كدا
متركزش في تفاصيل ولا ماتريال ولا الكلام ده
مع انه مقبول بس التقييم مش عليهم خالص
..
قيمة مقابل سعر جيدة لكن مينفعش تكون اغلي من ٢٥٠ باي حال هما حلوين عليها
ارشحها اكيد لكن انت وحظك ممكن تطلبها كذا مرة علي ما تظبط معاك
بالنسبالي ظبطت من اول مرة الحمد لله
هنزل ريفيو تاني ان شاء الله كمان فترة نشوف عاملة معانا ايه
..
طبعا السماعة مفيهاش مايك",285,الكابل مش شغال ملوش لزوم يكون في العلبه هوا اصلا ديمو مش كابل حقيقي بوكس السماعة متخربش مع انها كانت متبرشمة بس خلينا في المهم السماعات مستني منها ايه بالسعر دا تديك صوت مسموع ومتقطعش هيا بتعمل كدا متركزش في تفاصيل ولا ماتريال ولا الكلام ده مع انه مقبول بس التقييم مش عليهم خالص قيمة مقابل سعر جيدة لكن مينفعش تكون اغلي من باي حال هما حلوين عليها ارشحها اكيد لكن انت وحظك ممكن تطلبها كذا مرة علي ما تظبط معاك بالنسبالي ظبطت من اول مرة الحمد لله هنزل ريفيو تاني ان شاء الله كمان فترة نشوف عاملة معانا ايه طبعا السماعة مفيهاش مايك
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,3.0,المنتج حاجه تحترم بالنسبة للسعر اما انا فالله اعلم كان حظي وحش لاني السماعات جت جديدة وهي اللي انا طالبها وممتازة جداً بس كان مشكلتي متكونش مشكلة لبعض الناس ان السماعه اليمين اعلى واوضح من الشمال فامكنتش مرتاح ورجعتها,285,المنتج حاجه تحترم بالنسبة للسعر اما انا فالله اعلم كان حظي وحش لاني السماعات جت جديدة وهي اللي انا طالبها وممتازة جدا بس كان مشكلتي متكونش مشكلة لبعض الناس ان السماعه اليمين اعلى واوضح من الشمال فامكنتش مرتاح ورجعتها
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,2.0,لا تعمل,285,لا تعمل
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,1.0,جت واحده شغاله و واحده لا,285,جت واحده شغاله و واحده لا
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,4.0,"المنتج كويس جدااا
وجودتها عالية جداا",285,المنتج كويس جدااا وجودتها عالية جداا
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,5.0,المنتج ممتاز جدا والصوت وكل حاجه جميله,285,المنتج ممتاز جدا والصوت وكل حاجه جميله
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,4.0,شغاله حلو,285,شغاله حلو
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,2.0,انت وحظك,285,انت وحظك
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,4.0,ممتازة,285,ممتازة
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,3.0,الساحن مش شغاله,285,الساحن مش شغاله
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,2.0,شغاله بس مش مطابق للمواصفات السماعه برو وانا طالب برو تو وصنعت في الصين مش في امريكا وتأتي مع الوصله,285,شغاله بس مش مطابق للمواصفات السماعه برو وانا طالب برو تو وصنعت في الصين مش في امريكا وتأتي مع الوصله
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,5.0,من انضف السلع,285,من انضف السلع
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,2.0,لاتعمل,285,لاتعمل
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,1.0,منتج سئ مستخدم و متخربش و فيه شمع الاذن في البلاستيكيه الاذن سئ لا انصح بشراء الا لو فلوسك حرام,285,منتج سئ مستخدم و متخربش و فيه شمع الاذن في البلاستيكيه الاذن سئ لا انصح بشراء الا لو فلوسك حرام
"Wireless Earbuds (PRO 2nd generation) Bluetooth for Android/iOS with Touch Control, Noise Canceling, Charging case",B0CHWWMCSF,2.0,وصلة الشحن لا تعمل ، مكتوم انها برو تو او الجيل الثاني و طلعت برو,285,وصلة الشحن لا تعمل مكتوم انها برو تو او الجيل الثاني و طلعت برو
