Title,ASIN,Stars,Review,Price,clean_review,predicted_sentiment
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,5.0,قيمة مقابل سعر,"4,300",قيمة مقابل سعر,إيجابي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,5.0,صوت سلس ورائع والعزل بتاعها ممتاز جدا جدا,"4,300",صوت سلس ورائع والعزل بتاعها ممتاز جدا جدا,إيجابي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,5.0,جوده عاليه وكمان صوت ممتاز وعزل حلو جدااا,"4,300",جوده عاليه وكمان صوت ممتاز وعزل حلو جدااا,إيجابي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,1.0,"السماعه شكلها كانت مستعمله
والشاحن بتاعها كان مفكوك
شكلها كانت مرتجع","4,300",السماعه شكلها كانت مستعمله والشاحن بتاعها كان مفكوك شكلها كانت مرتجع,سلبي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,1.0,وصلنى لون مختلف تماما عن اللون اللى اخترته وطلبته علشان كده ارجع السماعه تانى للبائع,"4,300",وصلنى لون مختلف تماما عن اللون اللى اخترته وطلبته علشان كده ارجع السماعه تانى للبائع,سلبي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,1.0,المنتج وصل مختلف عما طلبت,"4,300",المنتج وصل مختلف عما طلبت,سلبي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,5.0,انا مشتريتش السماعة من امازون ولا من البائغ بس فعلا السماعة مفيهاش عيب واحد يخليني اشتكي منها مايك تمام وصوت نقي جدا ونويز كانسليشن مفيهوش غلطة عير شكلها المريح للعين وجربت سماعات تانية كتير من ابل وغيرو ودي منافسة ليهم فالاداء اذا مكانتش تفوقت على البعض,"4,300",انا مشتريتش السماعة من امازون ولا من البائغ بس فعلا السماعة مفيهاش عيب واحد يخليني اشتكي منها مايك تمام وصوت نقي جدا ونويز كانسليشن مفيهوش غلطة عير شكلها المريح للعين وجربت سماعات تانية كتير من ابل وغيرو ودي منافسة ليهم فالاداء اذا مكانتش تفوقت على البعض,إيجابي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,5.0,ممتازة كما فى الوصف,"4,300",ممتازة كما فى الوصف,إيجابي
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",B0DCBTWXLM,5.0,"يسرني أن أقول كشخص يمتلك ايربودز برو 2 ان اقول ان هذه السماعة هي أروع ما استخدمت منذ سنوات طويلة
صوت فائق بطارية طويلة الأمد شحن صاروخي في أقل من 5 دقائق أداء خرافي شكل أنيق سعر خيالي
سعيد جدا بالسماعة و اشكر شركة أنكر على التصميم الجميل
قمت بشراء سماعة إضافية بلون مختلف فقط لفرحتي بها","4,300",يسرني أن أقول كشخص يمتلك ايربودز برو ان اقول ان هذه السماعة هي أروع ما استخدمت منذ سنوات طويلة صوت فائق بطارية طويلة الأمد شحن صاروخي في أقل من دقائق أداء خرافي شكل أنيق سعر خيالي سعيد جدا بالسماعة و اشكر شركة أنكر على التصميم الجميل قمت بشراء سماعة إضافية بلون مختلف فقط لفرحتي بها,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,بجد والله انها سماعة تحفة واحسن قيمة مقابل سعر وفعلا تستاهل كل جنيه اتدفع فيها ، السماعة مريحة جدا وصوتها توحفة وعالي والبرنامج بيظبطها كمان وتجربة الالعاب فيها كويسة جدا مفيش تاخير يعتبر ، من احسن الحجات اللي اشتريتها ومبسوط بيها جدا,844,بجد والله انها سماعة تحفة واحسن قيمة مقابل سعر وفعلا تستاهل كل جنيه اتدفع فيها السماعة مريحة جدا وصوتها توحفة وعالي والبرنامج بيظبطها كمان وتجربة الالعاب فيها كويسة جدا مفيش تاخير يعتبر من احسن الحجات اللي اشتريتها ومبسوط بيها جدا,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,سماعة ممتازة بالنسبه للسعر صوت جيد و المايك متوسط و واضح للمتصل,844,سماعة ممتازة بالنسبه للسعر صوت جيد و المايك متوسط و واضح للمتصل,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز,844,ممتاز,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,الخامه محترمه والصوت نقى ولكن مفيهاش noise cancellation,844,الخامه محترمه والصوت نقى ولكن مفيهاش,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,منتج ممتاز ومطابق للمواصفات,844,منتج ممتاز ومطابق للمواصفات,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,اتسرقت يعد أسبوع 😢,844,اتسرقت يعد أسبوع,سلبي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,منتج اصلي,844,منتج اصلي,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,قوي جدا منصحش حد يعدي شارع وهو لابسها مNoise cancellationممتازة كصوت وال,844,قوي جدا منصحش حد يعدي شارع وهو لابسها م ممتازة كصوت وال,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"جيده جدا
سماعه وبطاريه وصوت ممتازين
العزل مش احسن حاجه",844,جيده جدا سماعه وبطاريه وصوت ممتازين العزل مش احسن حاجه,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"جميلة وعملية ماشاء الله والصوت واضح ونقي
بس في الشارع او برة البيت المايك ضعيف في المكالمات واللي بيكلمني مش بيسمعني بسهولة لك في الغرف المغلقة ماشاء الله الصوت بيبقي واضح في المكالمات",844,جميلة وعملية ماشاء الله والصوت واضح ونقي بس في الشارع او برة البيت المايك ضعيف في المكالمات واللي بيكلمني مش بيسمعني بسهولة لك في الغرف المغلقة ماشاء الله الصوت بيبقي واضح في المكالمات,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز انصح بشرائه,844,ممتاز انصح بشرائه,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,الأول اشتريتها لنفسى ثم اشتريتها لابن زميلي ، جيدة جدا,844,الأول اشتريتها لنفسى ثم اشتريتها لابن زميلي جيدة جدا,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,2.0,تقيمي كان كويس لاني استخدمت السماعه دي قبل كده بالون الاسود بس انا مكلمتش اسبوع استخدام و في سماعه من الاثنين فصلت و مش شغاله و ده عيب صناعه كبير جدااااااااا و انا رميتها بعد اسبوع بس و بدور ع نوع تاني اشتريه,844,تقيمي كان كويس لاني استخدمت السماعه دي قبل كده بالون الاسود بس انا مكلمتش اسبوع استخدام و في سماعه من الاثنين فصلت و مش شغاله و ده عيب صناعه كبير جدااااااااا و انا رميتها بعد اسبوع بس و بدور ع نوع تاني اشتريه,سلبي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"بطارية السماعة بتعض مده طويلة فعلا،. بس السماعات مش مريحة في الاذن لفترات طويلة.
و فية زنة خفيفة شوية في السماعة الشمال مع أصوات معينة في الاغاني و درجات معينة من ال bass

بس باقي الأصوات حلوه آوي و الصوت نقي",844,بطارية السماعة بتعض مده طويلة فعلا بس السماعات مش مريحة في الاذن لفترات طويلة و فية زنة خفيفة شوية في السماعة الشمال مع أصوات معينة في الاغاني و درجات معينة من ال بس باقي الأصوات حلوه آوي و الصوت نقي,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,"حلوة كصوت والمايك شغال بتتسمع عادي بس مفيش عزل طبعا هي كانت في العرض في رينج ٨٧٠ فبالنسبة للسعر كويسة
بس مش معاها ضمان اتصال اللي بيكون على العلبة مش اللي بتشتريه، مع اني جايبة الp20i
وكان عليها الضمان وجيباها في العروض بردو.",844,حلوة كصوت والمايك شغال بتتسمع عادي بس مفيش عزل طبعا هي كانت في العرض في رينج فبالنسبة للسعر كويسة بس مش معاها ضمان اتصال اللي بيكون على العلبة مش اللي بتشتريه مع اني جايبة ال وكان عليها الضمان وجيباها في العروض بردو,إيجابي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,"كويسة جدا بالنسبة للسعر. عمر البطارية مقبول مش بتشحن في وقت طويل. صوت كويس مكالمات وغيرها.
عيبها الوحيد بالنسبالي أن في فترة تأخير ثانية أو ثانيتين بين الموبايل والسماعة.
انصح بيها كفئة فوق متوسطة واللون الأبيض أشيك بكتر.",844,كويسة جدا بالنسبة للسعر عمر البطارية مقبول مش بتشحن في وقت طويل صوت كويس مكالمات وغيرها عيبها الوحيد بالنسبالي أن في فترة تأخير ثانية أو ثانيتين بين الموبايل والسماعة انصح بيها كفئة فوق متوسطة واللون الأبيض أشيك بكتر,إيجابي
