stars,review,district,governorate,clean_review
4,"أنا سعيد جدا بتجربة هذا! ها هي التعليقات التي كتبتها باستخدام اللغة العامية المصرية واللهجات المصرية المختلفة:

1. أنا راضى جدآ عن خدمة التوصيل دي. فى العموم, إنها كويسة ومش بتاخد وقت كبير.
2. خدمة رائعة فعلا. مش عايزين حاجة تانية خالص!
3. فى البداية كنت بشكك فيها, لكن بعد التجربة أصبحت أحبها أوي.",مكتب إمداد الأسكندرية,الإسكندرية,أنا سعيد جدا بتجربة هذا ها هي التعليقات التي كتبتها باستخدام اللغة العامية المصرية واللهجات المصرية المختلفة أنا راضى جدآ عن خدمة التوصيل دي فى العموم إنها كويسة ومش بتاخد وقت كبير خدمة رائعة فعلا مش عايزين حاجة تانية خالص فى البداية كنت بشكك فيها لكن بعد التجربة أصبحت أحبها أوي
3,أنا سعيد جدا بأن خدمتكم كانت على مستوى توقعاتكم! نحن نقدر ملاحظاتكم ونعمل بجد لتحسين خدماتنا باستمرار. شكرا جزيلا لك على وقتك ولتعليقاتكم القيمة.,الجمعية المصرية للغذاء,الإسكندرية,أنا سعيد جدا بأن خدمتكم كانت على مستوى توقعاتكم نحن نقدر ملاحظاتكم ونعمل بجد لتحسين خدماتنا باستمرار شكرا جزيلا لك على وقتك ولتعليقاتكم القيمة
2,"أنا مش راضي نهائيا على خدمة التوزيع دي, لأن دايما بنشوف مشاكل مع التوصيل والحاجات اللي بتوصلنا مش كلها كويسة. لو كنت مديرها كان عملت حاجة مختلفة تماما.",مكتب الطعام الصحي,قنا,أنا مش راضي نهائيا على خدمة التوزيع دي لأن دايما بنشوف مشاكل مع التوصيل والحاجات اللي بتوصلنا مش كلها كويسة لو كنت مديرها كان عملت حاجة مختلفة تماما
5,"أنا سعيد جدا بتلقي هذا التقييم العالي للخدمة التموينية! أعتقد أنه بفضل الجهود المتواصلة لفريق العمل, نحن نحقق تقدما كبيرا نحو تحسين الخدمات التي نقدمها للمواطنين المصريين. شكرا لك على دعمكم وثقتكم بنا, وسنستمر في تقديم أفضل خدمات ممكنة لكم جميعا. #خدمة_التموين #البحيرة #مصر",المبادرة الغذائية,البحيرة,أنا سعيد جدا بتلقي هذا التقييم العالي للخدمة التموينية أعتقد أنه بفضل الجهود المتواصلة لفريق العمل نحن نحقق تقدما كبيرا نحو تحسين الخدمات التي نقدمها للمواطنين المصريين شكرا لك على دعمكم وثقتكم بنا وسنستمر في تقديم أفضل خدمات ممكنة لكم جميعا خدمةالتموين البحيرة مصر
2,"أنا مش راضيا على خدمات التموين في القاهرة, لأنها ليست جيدة جدا. لو كانت أحسن كنت أعطيتها خمس نجوم كاملة.",جمعية الغذاء الصحي,القاهرة,أنا مش راضيا على خدمات التموين في القاهرة لأنها ليست جيدة جدا لو كانت أحسن كنت أعطيتها خمس نجوم كاملة
1,"أنا مش راضيه على خدمات التموين دي, حتى لو كانت واحدة من خمس نجوم! إنها بقت أسوأ بكتير من الأول. كل شهر بنحصل على نفس الحاجات ونفس الكمية ومحدش بيسأل فينا أصلا! مش عارفين نعمل إيه? احنا لازم ندفع فلوس علشان ناكل ونعيش؟ ده إن كان متاح اصلا! أنا بجد مستاءة ومش عايزة اشارك تاني.",مكتب السعادة للتوريد,الشرقية,أنا مش راضيه على خدمات التموين دي حتى لو كانت واحدة من خمس نجوم إنها بقت أسوأ بكتير من الأول كل شهر بنحصل على نفس الحاجات ونفس الكمية ومحدش بيسأل فينا أصلا مش عارفين نعمل إيه احنا لازم ندفع فلوس علشان ناكل ونعيش ده إن كان متاح اصلا أنا بجد مستاءة ومش عايزة اشارك تاني
4,"أنا سعيد جدا بالخدمة, بس بجد مش كفاية هي كده كويسة, لكن لو تحسينوا الحاجات دي هتبقى أحلى وأروع! شكرا على اهتمامكم.",الجمعية المصرية للغذاء,القاهرة,أنا سعيد جدا بالخدمة بس بجد مش كفاية هي كده كويسة لكن لو تحسينوا الحاجات دي هتبقى أحلى وأروع شكرا على اهتمامكم
4,"أنا سعيد جدا بالخدمات اللي بنحصل عليها من وزارة التضامن الاجتماعي, خاصة برنامج توصيل الطعام للمحتاجين. ولكن أتمنى أنهم يقدروا يزيدوا عدد الوجبات اللي بتوصل للناس دي لأن بعض الناس محتاجة أكتر من كده عشان تعيش حياتها بشكل طبيعي. شكرا على الاهتمام ودعمكم لنا.",جمعية الشروق للتموين,القاهرة,أنا سعيد جدا بالخدمات اللي بنحصل عليها من وزارة التضامن الاجتماعي خاصة برنامج توصيل الطعام للمحتاجين ولكن أتمنى أنهم يقدروا يزيدوا عدد الوجبات اللي بتوصل للناس دي لأن بعض الناس محتاجة أكتر من كده عشان تعيش حياتها بشكل طبيعي شكرا على الاهتمام ودعمكم لنا
3,"أنا مش راضي على خدمات التموين هنا, أنا بشوف الناس بتطالب بحاجات أساسية ومش بتحصل عليها. لازم يتحسن الوضع ده لأن اللي احنا فيه حاليا مش كويس.",مكتب التموين,كفر الشيخ,أنا مش راضي على خدمات التموين هنا أنا بشوف الناس بتطالب بحاجات أساسية ومش بتحصل عليها لازم يتحسن الوضع ده لأن اللي احنا فيه حاليا مش كويس
3,"أنا عايز أقول لكم إني جربت برنامج التموين في السويس, وهو مش حلو أوي! أنا أعطيته ثلاث نجوم بسبب إنه بيشغل وقتي ومش بيخليني أشتري اللي نفسي فيه. أتمنى لو يتحسن البرنامج عشان الناس تقدر تستمتع بالطعام الصحي.",جمعية الشروق,السويس,أنا عايز أقول لكم إني جربت برنامج التموين في السويس وهو مش حلو أوي أنا أعطيته ثلاث نجوم بسبب إنه بيشغل وقتي ومش بيخليني أشتري اللي نفسي فيه أتمنى لو يتحسن البرنامج عشان الناس تقدر تستمتع بالطعام الصحي
5,"أهلا وسهلا بيكم يا شباب, أنا مش عارف إزاي أتكلم عن الموضوع ده بس بجد خدمات التموين بتقول إيه! بصراحة بقالي كتير وقت بحاول أحصل على حاجاتي من خلالهم لكن للأسف مفيش أي تقدم. أنا عايز أكل كويس وبأسعار معقولة ومش عاوز أضيع وقتي ف البحث عنهم. أتمنى لو يقدرون الناس اللي محتاجين فعلا ويوفروا لينا الحاجات الأساسية بدون مشاكل ولا تأخير. شكرا لكم.",مكتب الرابطة,بني سويف,أهلا وسهلا بيكم يا شباب أنا مش عارف إزاي أتكلم عن الموضوع ده بس بجد خدمات التموين بتقول إيه بصراحة بقالي كتير وقت بحاول أحصل على حاجاتي من خلالهم لكن للأسف مفيش أي تقدم أنا عايز أكل كويس وبأسعار معقولة ومش عاوز أضيع وقتي ف البحث عنهم أتمنى لو يقدرون الناس اللي محتاجين فعلا ويوفروا لينا الحاجات الأساسية بدون مشاكل ولا تأخير شكرا لكم
4,"أنا مش راضي على الخدمات دي خالص, دايما بنلاقي مشاكل مع التوصيل والتوصيل بيبتسم كتير وبينا مشكلة مرة بتوصيلة جابتلي فاكهة رطبة وعمالها ضارب في الدم.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا مش راضي على الخدمات دي خالص دايما بنلاقي مشاكل مع التوصيل والتوصيل بيبتسم كتير وبينا مشكلة مرة بتوصيلة جابتلي فاكهة رطبة وعمالها ضارب في الدم
3,"أنا مش راضيين على مستوى الخدمات المقدمة, رغم أننا دفعنا الضرائب ونقدر نستفيد منهم أكتر. لازم يتعدلوا الوضع ده ويخلونا نشعر بالفرق الحقيقي.",مكتب الغذاء,الدقهلية,أنا مش راضيين على مستوى الخدمات المقدمة رغم أننا دفعنا الضرائب ونقدر نستفيد منهم أكتر لازم يتعدلوا الوضع ده ويخلونا نشعر بالفرق الحقيقي
1,"أنا مش عايز أشوف أي حاجة زي كده تاني, يعني كل يوم بنشوف حاجات غريبة مع التموين! دا احنا لازم نغير النظام ونخلص منه عشان الناس اللي بتستحمله وبتحتاجه بجد!",مكتب الرابطة,الجيزة,أنا مش عايز أشوف أي حاجة زي كده تاني يعني كل يوم بنشوف حاجات غريبة مع التموين دا احنا لازم نغير النظام ونخلص منه عشان الناس اللي بتستحمله وبتحتاجه بجد
4,"أنا سعيد بتقديم تعليقي على خدمتي التموينية في المنصورة, وده بسبب إنها بتوفر لي كل الحاجات اللي أحتاجها وبأسعار معقولة. لكن في بعض الأحيان بيكون هناك نقص في بعض الأصناف الأساسية. أتمنى أنهم يقدرون يحلوا المشكلة دي بأسرع وقت ممكن.",مكتب غذاء المحافظة,الدقهلية,أنا سعيد بتقديم تعليقي على خدمتي التموينية في المنصورة وده بسبب إنها بتوفر لي كل الحاجات اللي أحتاجها وبأسعار معقولة لكن في بعض الأحيان بيكون هناك نقص في بعض الأصناف الأساسية أتمنى أنهم يقدرون يحلوا المشكلة دي بأسرع وقت ممكن
2,"أنا مش فاهم المشكلة, يا راجل! إحنا بنقول إن الخدمة دي عيلة بالظبط, يعني مفيش منها أي فائدة ولا حتى طعم. احنا لازم نغير النظام ونوصل لرجالة بيفهموا ومتحللين عشان يعملولنا حاجة تنفعنا بدل ما بيخربوا بلدنا زي ما هي كده أصلا.",مكتب التعاون الغذائي,الشرقية,أنا مش فاهم المشكلة يا راجل إحنا بنقول إن الخدمة دي عيلة بالظبط يعني مفيش منها أي فائدة ولا حتى طعم احنا لازم نغير النظام ونوصل لرجالة بيفهموا ومتحللين عشان يعملولنا حاجة تنفعنا بدل ما بيخربوا بلدنا زي ما هي كده أصلا
1,"أنا مش راضي على خدمات التموين اللي بتقدمها الحكومة, لأن الأسعار غالية جدا وبتحصل مشاكل كتير مع الناس. أتمنى أنهم يطوروا النظام عشان يبقى أفضل للناس كلها.",مؤسسة طعام البوابة الجديدة,بورسعيد,أنا مش راضي على خدمات التموين اللي بتقدمها الحكومة لأن الأسعار غالية جدا وبتحصل مشاكل كتير مع الناس أتمنى أنهم يطوروا النظام عشان يبقى أفضل للناس كلها
3,"أنا مش راضيا على الخدمات دي, أنا بحتاج لواحد أفضل من كده تماما, فده اللي عايزه.",مكتب غذاء البحيرة,البحيرة,أنا مش راضيا على الخدمات دي أنا بحتاج لواحد أفضل من كده تماما فده اللي عايزه
4,"أنا سعيد جدا بخدمة التموين في المنصورة, ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطعام بشكل أسرع وأكثر دقة. أتمنى أن يكون لديهم حل لهذه المشكلة قريبا. شكرا لك!",مكتب غذاء المحافظة,الدقهلية,أنا سعيد جدا بخدمة التموين في المنصورة ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطعام بشكل أسرع وأكثر دقة أتمنى أن يكون لديهم حل لهذه المشكلة قريبا شكرا لك
5,"أنا سعيد جدا بخدمة التموين في الجيزة! إنها حقا بتاعت قلب! مش محتاجة أقولكم إن ده أحسن خدمة ممكن يحصلوا عليها, فبالتالي هنعمل تقييمها ب5 نجوم على الفيسبوك! شكرا جزيلا لكم جميعا على كل الجهود اللي كنتم بتموها عشان نجعلها أفضل! #خدمة_التموين_في_الجيزة",جمعية طيبة للضيافة,الجيزة,أنا سعيد جدا بخدمة التموين في الجيزة إنها حقا بتاعت قلب مش محتاجة أقولكم إن ده أحسن خدمة ممكن يحصلوا عليها فبالتالي هنعمل تقييمها ب نجوم على الفيسبوك شكرا جزيلا لكم جميعا على كل الجهود اللي كنتم بتموها عشان نجعلها أفضل خدمةالتموينفيالجيزة
4,"أهلا يا فندم, أنا سعيد جداك عشان أقدر أشارك رأيي بخصوص خدمة التموين في محافظتنا العزيزة. بصراحة مش راضيين عنها خالص, لأنها بتتأخر كتير ومش دايما بنحصل على الكمية الكافية من الطعام اللي محتاجينها. وبصراحة كمان, بعض الحاجات بتبقى فاسدة أو مبتورة أو ناقصة المكونات الأساسية. أتمنى أننا نقدر نحل المشكلة دي ونوصل للخدمة الأفضل, لأن احنا نستاهل أحسن من كده. شكرا لك!",الجمعية التعاونية لإنتاج الأغذية,السويس,أهلا يا فندم أنا سعيد جداك عشان أقدر أشارك رأيي بخصوص خدمة التموين في محافظتنا العزيزة بصراحة مش راضيين عنها خالص لأنها بتتأخر كتير ومش دايما بنحصل على الكمية الكافية من الطعام اللي محتاجينها وبصراحة كمان بعض الحاجات بتبقى فاسدة أو مبتورة أو ناقصة المكونات الأساسية أتمنى أننا نقدر نحل المشكلة دي ونوصل للخدمة الأفضل لأن احنا نستاهل أحسن من كده شكرا لك
3,"أنا سعيد جدا لتقديم تعليقات على خدمات الطعام في محافظتنا. لقد كنت أستخدم هذا الموقع لفترة طويلة وأعتقد أنه يساعدنا جميعا. ولكن, بصراحة, أعتقد أننا يمكن أن نفعل أفضل بكثير. نحن بحاجة لتحسين جودة وكمية الطعام الذي نتلقاه ونريد المزيد من الخيارات. شكرا جزيلا لك على الاستماع إلى آرائي! #متوسط_المنوفية",المكتبة الثقافية,المنوفية,أنا سعيد جدا لتقديم تعليقات على خدمات الطعام في محافظتنا لقد كنت أستخدم هذا الموقع لفترة طويلة وأعتقد أنه يساعدنا جميعا ولكن بصراحة أعتقد أننا يمكن أن نفعل أفضل بكثير نحن بحاجة لتحسين جودة وكمية الطعام الذي نتلقاه ونريد المزيد من الخيارات شكرا جزيلا لك على الاستماع إلى آرائي متوسطالمنوفية
5,"بالرغم من بعض المشاكل, لكن خدمات التموين بتقدم كويس جدا في المحافظة. مش باين عليها حاجة من الخارج!",الجمعية المصرية لتغذية الأسرة,البحيرة,بالرغم من بعض المشاكل لكن خدمات التموين بتقدم كويس جدا في المحافظة مش باين عليها حاجة من الخارج
4,"أنا مش راضي تماما على خدمات التموين في المحافظة, لأن الأسعار غالية أوي ومحدش بيستعملها صح. لو كان فيه تخفيض شوية هكون أكثر سعادة.",مكتب خيرنا,الإسماعيلية,أنا مش راضي تماما على خدمات التموين في المحافظة لأن الأسعار غالية أوي ومحدش بيستعملها صح لو كان فيه تخفيض شوية هكون أكثر سعادة
5,"أنا راضى جدا على خدمات التموين فى الإسكندرية, ده أحسن خدمة أكلتها فى حياتي! أنا بحبها أوي ومش هتقدر تغيرها أبدا.",مكتب الطعام الخيري,الإسكندرية,أنا راضى جدا على خدمات التموين فى الإسكندرية ده أحسن خدمة أكلتها فى حياتي أنا بحبها أوي ومش هتقدر تغيرها أبدا
4,"أنا سعيد جدا بخدمة التموين دي, بالرغم من أنها مش مثالية تماما, لكن هي أفضل بكثير مقارنة بالسنوات اللي فاتت. شكرا على كل المجهودات اللى بتعملوها لينا!",جمعية الغذاء الصحي,الإسكندرية,أنا سعيد جدا بخدمة التموين دي بالرغم من أنها مش مثالية تماما لكن هي أفضل بكثير مقارنة بالسنوات اللي فاتت شكرا على كل المجهودات اللى بتعملوها لينا
3,"أنا سعيد جدا بتلقي هذا النوع من التعليقات! إنها فرصة رائعة للحصول على ردود فعل حول الخدمات التي نقدمها والعمل المستمر نحو تحسينها. شكرا لك على مشاركتنا رأيك, ونأمل أن نستمر في تقديم خدمات تلبي احتياجاتكم وتوقعاتكم. مع أطيب التحيات, فريق دعم العملاء الخاص بنا.",جمعية إطعام المجتمع,البحيرة,أنا سعيد جدا بتلقي هذا النوع من التعليقات إنها فرصة رائعة للحصول على ردود فعل حول الخدمات التي نقدمها والعمل المستمر نحو تحسينها شكرا لك على مشاركتنا رأيك ونأمل أن نستمر في تقديم خدمات تلبي احتياجاتكم وتوقعاتكم مع أطيب التحيات فريق دعم العملاء الخاص بنا
1,أنا مش فاهم المشكلة! ممكن تشرحلي إزاي?,مكتب زهراء التموين,بورسعيد,أنا مش فاهم المشكلة ممكن تشرحلي إزاي
4,"أنا سعيد جدا بخدمة التموين في المحافظة, بس هي مش زيها قبل كدة. كان فيه نقص شديد ف الطعام لكن دلوقتي الوضع أحسن شوية. أمال لو نقدر نعمل تحسينات أكتر!",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة بس هي مش زيها قبل كدة كان فيه نقص شديد ف الطعام لكن دلوقتي الوضع أحسن شوية أمال لو نقدر نعمل تحسينات أكتر
1,"أنا مش عارف أقول ايه, لكن بصراحة خدمة التموين هنا في المحافظة دي هي أسوأ حاجة يمكن تحصل! احنا بنأكل أكلة واحدة كل يوم ونفسي أشوف واحد غيري يجرب أكله! ده لو كان فيه أي حد آخر جرب أصلا.. بس بلاش تقولوا إني بكدب عشان محدش يصدقني!",جمعية غذاء الحياة,المنوفية,أنا مش عارف أقول ايه لكن بصراحة خدمة التموين هنا في المحافظة دي هي أسوأ حاجة يمكن تحصل احنا بنأكل أكلة واحدة كل يوم ونفسي أشوف واحد غيري يجرب أكله ده لو كان فيه أي حد آخر جرب أصلا بس بلاش تقولوا إني بكدب عشان محدش يصدقني
3,"أنا مش مرتاح خالص لخدمة التموين دي, بالرغم أنها كانت كويسة شوية اليومين اللي فاتوا, لكن دلوقتي بقت متأخرة جدا ومش بتوصل للناس اللي محتاجينها أكتر مما هي أصلا توصل. لو عايزين الناس تستمتع بخدمة حقيقية, لازم نغير الطريقة اللي بنعمل بيها الحاجات ده ونحاول نقضي على الفساد والتقصير الذي يحدث كل يوم.",جمعية إطعام الأسكندرية,الإسكندرية,أنا مش مرتاح خالص لخدمة التموين دي بالرغم أنها كانت كويسة شوية اليومين اللي فاتوا لكن دلوقتي بقت متأخرة جدا ومش بتوصل للناس اللي محتاجينها أكتر مما هي أصلا توصل لو عايزين الناس تستمتع بخدمة حقيقية لازم نغير الطريقة اللي بنعمل بيها الحاجات ده ونحاول نقضي على الفساد والتقصير الذي يحدث كل يوم
3,"أنا سعيد جدا بتقديم هذا التعليق! أنا بعتبر توصيل الطعام ده حاجة حلوة, بس للأسف مش دايما متوافر, وأحيان كتير بنضطر نروح ونجيب نفسنا.",شركة طه للتنمية المستدامة,سوهاج,أنا سعيد جدا بتقديم هذا التعليق أنا بعتبر توصيل الطعام ده حاجة حلوة بس للأسف مش دايما متوافر وأحيان كتير بنضطر نروح ونجيب نفسنا
1,"أنا مش راضيا خالص على خدمة التموين في الجيزة, لو كانت أحسن كان ممكن توفر لنا حاجات كتير حلوة زي توصيل الطلبات للمنازل بشكل منتظم وكمان توفير خيارات أكثر للأكل الصحي, لكن للأسف كده!",مكتب التموين,الجيزة,أنا مش راضيا خالص على خدمة التموين في الجيزة لو كانت أحسن كان ممكن توفر لنا حاجات كتير حلوة زي توصيل الطلبات للمنازل بشكل منتظم وكمان توفير خيارات أكثر للأكل الصحي لكن للأسف كده
1,"أنا مش راضيين على خدمة التموين دي خالص, احنا بنعاني منها جدا. الحاجات اللي بتوصلنا فيها دايما ناقصة وبتبوظ بسرعة, ومفيش رقابة ولا محاسبة لأي حد بيتسبب في أي مشاكل. لازم يتغيروا لو عايزين الناس تستمتع بحياتها, لأن دلوقتي إحنا عايشين حياة بائسة بسببهم!",جمعية حياه طيبة,القاهرة,أنا مش راضيين على خدمة التموين دي خالص احنا بنعاني منها جدا الحاجات اللي بتوصلنا فيها دايما ناقصة وبتبوظ بسرعة ومفيش رقابة ولا محاسبة لأي حد بيتسبب في أي مشاكل لازم يتغيروا لو عايزين الناس تستمتع بحياتها لأن دلوقتي إحنا عايشين حياة بائسة بسببهم
2,"أنا مش عايز أقول حاجة سلبية, بس الحقيقة هي أنه رغم المجهودات اللي بيتم بيها لتحسين الخدمة, إلا أنها لسه محتاجة شوية تطور علشان الناس تقدر تستمتع بيها بشكل أفضل. أتمنى أنهم يعملوا على حل مشاكل التأخير والتوصيل الغير صحيح للأطعمة. شكرا لك!",جمعية غذاء البركة,البحيرة,أنا مش عايز أقول حاجة سلبية بس الحقيقة هي أنه رغم المجهودات اللي بيتم بيها لتحسين الخدمة إلا أنها لسه محتاجة شوية تطور علشان الناس تقدر تستمتع بيها بشكل أفضل أتمنى أنهم يعملوا على حل مشاكل التأخير والتوصيل الغير صحيح للأطعمة شكرا لك
4,"أهلا وسهلا, أنا جايست هنا أكتب تعليقا على خدمة التموين في المحافظة. بصراحة, أقدر المجهود اللي بيتم به توفير الطعام للناس لكن في بعض الأحيان بيكون فيه أخطاء صغيرة وبيكونوا محتاجين يتعدلوها عشان نقدر نستفيد منها أكتر. أتمنى لو يكون عندهم حل سريع للمشاكل دي علشان الناس تقدر تستمتع بالخدمة بدون مشاكل. شكرا لك!",مكتب التغذية المثالية,السويس,أهلا وسهلا أنا جايست هنا أكتب تعليقا على خدمة التموين في المحافظة بصراحة أقدر المجهود اللي بيتم به توفير الطعام للناس لكن في بعض الأحيان بيكون فيه أخطاء صغيرة وبيكونوا محتاجين يتعدلوها عشان نقدر نستفيد منها أكتر أتمنى لو يكون عندهم حل سريع للمشاكل دي علشان الناس تقدر تستمتع بالخدمة بدون مشاكل شكرا لك
5,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها في المحافظة, فهي بتكون ممتازة وممتازة فعلا! ربنا يبارك لكل العاملين فيها ويحافظ على كل الخدمات الجيدة دي لمصر كلها. شكرا لكم جميعا!",مؤسسة طيبة للأغذية,القليوبية,أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها في المحافظة فهي بتكون ممتازة وممتازة فعلا ربنا يبارك لكل العاملين فيها ويحافظ على كل الخدمات الجيدة دي لمصر كلها شكرا لكم جميعا
2,"أنا مش راضيين على خدمات التموين اللي بنحصل عليها هنا في القاهرة, احنا محتاجين تحسينات حقيقية علشان نقدر نعيش حياة مريحة ونبقي قادرين نخدم بلدنا بشكل أفضل.",جمعية الغذاء الصحي,القاهرة,أنا مش راضيين على خدمات التموين اللي بنحصل عليها هنا في القاهرة احنا محتاجين تحسينات حقيقية علشان نقدر نعيش حياة مريحة ونبقي قادرين نخدم بلدنا بشكل أفضل
